email_event_id,hubspot_contact_id,lead_id,event_datetime,event_type,campaign_id,email_name
HEM014594,HS101872,LED001872,2026-06-13T06:00:00,Clicked,CMP000025,Quarterly Newsletter
HEM014595,,LED000033,2025-06-07T16:00:00,Opened,CMP000017,Nurture 1 - Pain Point
HEM014596,,LED001937,2025-03-05T02:00:00,Opened,CMP000016,Post-Demo Follow Up
HEM014597,HS102037,LED002037,2025-08-08T16:00:00,Delivered,CMP000020,Nurture 2 - Case Study
HEM014598,,LED001868,2025-11-10T20:00:00,Delivered,CMP000030,CRM Audit Offer
HEM014599,,LED004146,2025-09-02T01:00:00,Delivered,CMP000013,Nurture 2 - Case Study
HEM014600,HS101035,LED001035,2025-05-06T07:00:00,Bounced,CMP000036,Quarterly Newsletter
HEM014601,HS100984,LED000984,2025-05-14T03:00:00,Delivered,CMP000005,Quarterly Newsletter
HEM014602,HS101420,LED001420,2025-11-16T19:00:00,Clicked,CMP000007,Nurture 1 - Pain Point
HEM014603,HS101208,LED001208,2025-12-23T22:00:00,Opened,CMP000030,Webinar Invite
HEM014604,HS103307,LED003307,2025-07-11T14:00:00,Delivered,CMP000016,Quarterly Newsletter
HEM014605,HS101471,LED001471,2025-08-27T14:00:00,Delivered,CMP000010,Post-Demo Follow Up
HEM014606,HS101140,LED001140,2026-03-19T10:00:00,Replied,CMP000023,Nurture 1 - Pain Point
HEM014607,HS101226,LED001226,2025-12-26T09:00:00,Clicked,CMP000010,Post-Demo Follow Up
HEM014608,HS102265,LED002265,2025-09-18T13:00:00,Delivered,CMP000009,Quarterly Newsletter
HEM014609,HS103312,LED003312,2026-03-31T04:00:00,Opened,CMP000014,Webinar Invite
HEM014610,HS100295,LED000295,2026-06-30T00:00:00,Opened,CMP000020,Webinar Invite
HEM014611,HS101105,LED001105,2025-12-01T01:00:00,Opened,,Nurture 1 - Pain Point
HEM014612,HS104145,LED004145,2026-02-04T13:00:00,Opened,CMP000006,Nurture 1 - Pain Point
HEM014613,HS102621,LED002621,2025-08-04T14:00:00,Replied,CMP000014,Post-Demo Follow Up
HEM014614,HS103046,LED003046,2025-11-23T22:00:00,Clicked,CMP000018,Nurture 2 - Case Study
HEM014615,HS103853,LED003853,2025-02-23T23:00:00,Delivered,CMP000018,Quarterly Newsletter
HEM014616,HS100453,LED000453,2025-05-20T06:00:00,Delivered,CMP000034,Webinar Invite
HEM014617,HS100121,LED000121,2025-05-18T17:00:00,Delivered,CMP000011,Nurture 1 - Pain Point
HEM014618,HS102388,LED002388,2026-06-30T00:00:00,Delivered,CMP000026,Quarterly Newsletter
HEM014619,HS100148,LED000148,2025-11-01T12:00:00,Opened,CMP000014,Post-Demo Follow Up
HEM014620,HS103832,LED003832,2025-09-12T11:00:00,Opened,CMP000006,Quarterly Newsletter
HEM014621,HS100308,LED000308,2025-12-10T10:00:00,Opened,CMP000036,Nurture 2 - Case Study
HEM014622,HS102104,LED002104,2026-06-30T00:00:00,Delivered,CMP000011,Webinar Invite
HEM014623,HS101112,LED001112,2026-04-11T13:00:00,Opened,CMP000030,Nurture 1 - Pain Point
HEM014624,HS102883,LED002883,2025-09-24T01:00:00,Unsubscribed,CMP000006,CRM Audit Offer
HEM014625,HS102139,LED002139,2025-12-30T05:00:00,Opened,CMP000023,Nurture 1 - Pain Point
HEM014626,HS101292,LED001292,2026-04-28T12:00:00,Opened,CMP000026,CRM Audit Offer
HEM014627,,LED001670,2025-09-05T18:00:00,Opened,CMP000017,CRM Audit Offer
HEM014628,HS101180,LED001180,2026-06-30T00:00:00,Opened,CMP000009,Post-Demo Follow Up
HEM014629,HS102973,LED002973,2026-02-02T08:00:00,Opened,CMP000029,Webinar Invite
HEM014630,HS100770,LED000770,2025-06-27T20:00:00,Delivered,CMP000027,Post-Demo Follow Up
HEM014631,HS100201,LED000201,2025-06-23T09:00:00,Delivered,CMP000020,Post-Demo Follow Up
HEM014632,HS103327,LED003327,2025-12-08T06:00:00,Opened,CMP000024,Post-Demo Follow Up
HEM014633,HS102364,LED002364,2025-01-30T12:00:00,Opened,,CRM Audit Offer
HEM014634,HS100832,LED000832,2025-09-09T00:00:00,Clicked,CMP000006,Nurture 2 - Case Study
HEM014635,HS102888,LED002888,2026-05-27T16:00:00,Clicked,,Quarterly Newsletter
HEM014636,HS100939,LED000939,2026-01-24T06:00:00,Delivered,,Nurture 2 - Case Study
HEM014637,HS102903,LED002903,2025-04-17T22:00:00,Clicked,CMP000003,Quarterly Newsletter
HEM014638,HS101123,LED001123,2025-04-01T01:00:00,Delivered,CMP000019,Webinar Invite
HEM014639,HS102788,LED002788,2026-04-17T03:00:00,Opened,CMP000028,Nurture 2 - Case Study
HEM014640,HS102551,LED002551,2026-05-05T17:00:00,Opened,CMP000006,Nurture 1 - Pain Point
HEM014641,HS102533,LED002533,2025-12-04T16:00:00,Clicked,CMP000001,Post-Demo Follow Up
HEM014642,HS100446,LED000446,2025-10-31T15:00:00,Delivered,CMP000005,Nurture 1 - Pain Point
HEM014643,HS101972,LED001972,2026-02-02T11:00:00,Delivered,CMP000014,Post-Demo Follow Up
HEM014644,HS101682,LED001682,2025-12-09T22:00:00,Delivered,CMP000034,Nurture 2 - Case Study
HEM014645,HS103155,LED003155,2026-02-03T22:00:00,Delivered,CMP000011,CRM Audit Offer
HEM014646,,LED000168,2025-01-20T10:00:00,Opened,CMP000023,CRM Audit Offer
HEM014647,HS102717,LED002717,2026-04-15T18:00:00,Clicked,CMP000026,Quarterly Newsletter
HEM014648,HS103996,LED003996,2026-05-27T20:00:00,Opened,CMP000022,Quarterly Newsletter
HEM014649,HS100774,LED000774,2026-06-30T00:00:00,Opened,,Webinar Invite
HEM014650,HS102575,LED002575,2025-10-26T23:00:00,Clicked,,Webinar Invite
HEM014651,HS104101,LED004101,2026-06-21T15:00:00,Clicked,CMP000016,Nurture 2 - Case Study
HEM014652,HS101167,LED001167,2025-03-31T03:00:00,Delivered,CMP000030,Nurture 1 - Pain Point
HEM014653,HS102675,LED002675,2025-12-25T15:00:00,Delivered,CMP000005,Webinar Invite
HEM014654,HS100766,LED000766,2026-06-22T04:00:00,Delivered,CMP000005,Post-Demo Follow Up
HEM014655,,LED001369,2026-01-19T12:00:00,Opened,CMP000031,CRM Audit Offer
HEM014656,,LED000569,2026-05-28T13:00:00,Replied,CMP000023,Nurture 2 - Case Study
HEM014657,HS101006,LED001006,2026-01-04T08:00:00,Delivered,CMP000029,Quarterly Newsletter
HEM014658,HS102054,LED002054,2025-08-29T12:00:00,Clicked,,CRM Audit Offer
HEM014659,HS100402,LED000402,2025-03-30T13:00:00,Delivered,CMP000031,CRM Audit Offer
HEM014660,HS103511,LED003511,2025-05-21T07:00:00,Opened,CMP000018,Nurture 1 - Pain Point
HEM014661,HS103706,LED003706,2025-08-22T21:00:00,Clicked,CMP000013,CRM Audit Offer
HEM014662,HS100323,LED000323,2026-05-11T12:00:00,Opened,CMP000029,Post-Demo Follow Up
HEM014663,HS100864,LED000864,2025-02-15T02:00:00,Clicked,CMP000008,Nurture 2 - Case Study
HEM014664,HS104160,LED004160,2025-10-16T21:00:00,Bounced,CMP000007,Post-Demo Follow Up
HEM014665,HS102676,LED002676,2026-06-28T09:00:00,Unsubscribed,CMP000013,Post-Demo Follow Up
HEM014666,HS103128,LED003128,2025-05-15T08:00:00,Clicked,CMP000005,CRM Audit Offer
HEM014667,HS102034,LED002034,2026-05-11T11:00:00,Clicked,CMP000006,CRM Audit Offer
HEM014668,HS100817,LED000817,2025-03-26T09:00:00,Delivered,CMP000029,Nurture 2 - Case Study
HEM014669,HS104141,LED004141,2025-09-01T17:00:00,Opened,CMP000029,Webinar Invite
HEM014670,HS100986,LED000986,2025-06-28T11:00:00,Opened,CMP000023,Quarterly Newsletter
HEM014671,HS103729,LED003729,2026-02-08T11:00:00,Delivered,CMP000016,Webinar Invite
HEM014672,,LED003226,2025-04-08T11:00:00,Unsubscribed,CMP000003,Webinar Invite
HEM014673,HS104004,LED004004,2025-08-14T09:00:00,Delivered,CMP000030,Nurture 1 - Pain Point
HEM014674,HS103506,LED003506,2026-02-18T19:00:00,Opened,,Nurture 2 - Case Study
HEM014675,HS100068,LED000068,2025-07-31T13:00:00,Clicked,CMP000017,Webinar Invite
HEM014676,HS102143,LED002143,2026-02-23T21:00:00,Opened,CMP000010,Nurture 1 - Pain Point
HEM014677,HS101124,LED001124,2025-03-21T08:00:00,Delivered,CMP000006,Nurture 2 - Case Study
HEM014678,HS103959,LED003959,2025-05-16T09:00:00,Opened,CMP000031,Quarterly Newsletter
HEM014679,HS102498,LED002498,2025-04-16T04:00:00,Delivered,CMP000012,Post-Demo Follow Up
HEM014680,HS102970,LED002970,2026-06-30T00:00:00,Opened,,Nurture 1 - Pain Point
HEM014681,,LED001812,2025-11-01T23:00:00,Delivered,CMP000016,Webinar Invite
HEM014682,HS101582,LED001582,2025-04-01T12:00:00,Delivered,CMP000017,Webinar Invite
HEM014683,HS100799,LED000799,2025-12-14T11:00:00,Opened,CMP000029,CRM Audit Offer
HEM014684,,LED000274,2025-07-01T14:00:00,Delivered,CMP000032,CRM Audit Offer
HEM014685,HS101829,LED001829,2025-08-23T16:00:00,Delivered,CMP000001,Quarterly Newsletter
HEM014686,HS101684,LED001684,2025-10-30T15:00:00,Clicked,CMP000019,Post-Demo Follow Up
HEM014687,HS102724,LED002724,2025-09-01T07:00:00,Delivered,CMP000031,Post-Demo Follow Up
HEM014688,HS103464,LED003464,2025-10-31T21:00:00,Delivered,CMP000013,Post-Demo Follow Up
HEM014689,HS102237,LED002237,2025-07-31T23:00:00,Clicked,CMP000012,Nurture 1 - Pain Point
HEM014690,HS100540,LED000540,2025-10-15T02:00:00,Delivered,CMP000035,Nurture 1 - Pain Point
HEM014691,HS100622,LED000622,2025-11-10T19:00:00,Delivered,CMP000023,Post-Demo Follow Up
HEM014692,HS101207,LED001207,2025-02-24T22:00:00,Delivered,CMP000021,Nurture 1 - Pain Point
HEM014693,HS100057,LED000057,2025-08-20T07:00:00,Opened,CMP000018,Nurture 2 - Case Study
HEM014694,,LED001443,2025-12-02T16:00:00,Clicked,CMP000020,Webinar Invite
HEM014695,HS103080,LED003080,2026-06-30T00:00:00,Clicked,,CRM Audit Offer
HEM014696,HS101014,LED001014,2026-05-07T13:00:00,Delivered,CMP000027,Webinar Invite
HEM014697,,LED001875,2026-05-11T16:00:00,Bounced,CMP000008,Webinar Invite
HEM014698,HS104123,LED004123,2025-11-12T14:00:00,Opened,CMP000035,Nurture 2 - Case Study
HEM014699,HS100983,LED000983,2025-06-20T09:00:00,Delivered,CMP000028,Post-Demo Follow Up
HEM014700,HS103290,LED003290,2025-03-11T14:00:00,Delivered,CMP000012,CRM Audit Offer
HEM014701,HS102109,LED002109,2025-05-30T04:00:00,Clicked,CMP000012,Webinar Invite
HEM014702,HS102638,LED002638,2025-05-08T02:00:00,Clicked,CMP000019,Quarterly Newsletter
HEM014703,HS102969,LED002969,2026-06-30T00:00:00,Opened,CMP000004,Nurture 2 - Case Study
HEM014704,HS102390,LED002390,2025-06-28T19:00:00,Delivered,CMP000029,Quarterly Newsletter
HEM014705,HS101156,LED001156,2026-05-23T02:00:00,Opened,CMP000010,Webinar Invite
HEM014706,HS103017,LED003017,2025-09-18T23:00:00,Unsubscribed,CMP000005,Quarterly Newsletter
HEM014707,HS100347,LED000347,2026-06-30T00:00:00,Delivered,CMP000012,Post-Demo Follow Up
HEM014708,HS101839,LED001839,2026-02-16T03:00:00,Clicked,CMP000021,Nurture 1 - Pain Point
HEM014709,HS103310,LED003310,2026-06-30T00:00:00,Opened,CMP000033,Webinar Invite
HEM014710,HS102771,LED002771,2025-12-28T12:00:00,Opened,CMP000023,Post-Demo Follow Up
HEM014711,HS101143,LED001143,2026-06-30T00:00:00,Delivered,CMP000011,CRM Audit Offer
HEM014712,HS102646,LED002646,2026-05-08T23:00:00,Opened,CMP000032,Nurture 1 - Pain Point
HEM014713,HS100439,LED000439,2025-06-14T15:00:00,Delivered,CMP000023,Nurture 1 - Pain Point
HEM014714,HS103152,LED003152,2026-04-03T11:00:00,Delivered,CMP000009,Nurture 1 - Pain Point
HEM014715,HS100309,LED000309,2025-09-22T18:00:00,Delivered,CMP000022,Webinar Invite
HEM014716,HS100316,LED000316,2025-09-22T06:00:00,Delivered,CMP000024,Quarterly Newsletter
HEM014717,HS101344,LED001344,2025-05-02T17:00:00,Delivered,CMP000031,Nurture 1 - Pain Point
HEM014718,HS100945,LED000945,2025-06-15T05:00:00,Delivered,CMP000018,Quarterly Newsletter
HEM014719,HS100975,LED000975,2025-09-27T05:00:00,Opened,CMP000035,Nurture 2 - Case Study
HEM014720,HS100398,LED000398,2026-01-17T05:00:00,Delivered,CMP000031,CRM Audit Offer
HEM014721,HS100307,LED000307,2025-05-12T03:00:00,Delivered,CMP000032,Nurture 2 - Case Study
HEM014722,HS103191,LED003191,2025-07-21T08:00:00,Delivered,CMP000024,CRM Audit Offer
HEM014723,HS101886,LED001886,2026-02-24T23:00:00,Delivered,,Webinar Invite
HEM014724,HS103380,LED003380,2026-01-21T13:00:00,Delivered,CMP000008,Nurture 1 - Pain Point
HEM014725,HS102345,LED002345,2025-09-13T01:00:00,Unsubscribed,CMP000030,Post-Demo Follow Up
HEM014726,HS101743,LED001743,2026-06-14T18:00:00,Opened,CMP000008,CRM Audit Offer
HEM014727,HS100031,LED000031,2025-12-29T20:00:00,Bounced,CMP000017,Webinar Invite
HEM014728,HS102182,LED002182,2025-12-07T07:00:00,Bounced,CMP000010,Nurture 1 - Pain Point
HEM014729,HS103560,LED003560,2026-02-20T04:00:00,Delivered,CMP000017,Nurture 1 - Pain Point
HEM014730,HS102900,LED002900,2025-08-20T18:00:00,Clicked,CMP000030,Webinar Invite
HEM014731,HS102468,LED002468,2025-10-21T06:00:00,Opened,CMP000011,Nurture 2 - Case Study
HEM014732,HS100223,LED000223,2026-03-26T20:00:00,Delivered,CMP000020,Webinar Invite
HEM014733,HS100542,LED000542,2026-03-26T18:00:00,Delivered,CMP000034,Webinar Invite
HEM014734,HS102161,LED002161,2026-06-30T00:00:00,Delivered,CMP000029,Quarterly Newsletter
HEM014735,HS100793,LED000793,2025-12-29T02:00:00,Replied,CMP000005,Nurture 1 - Pain Point
HEM014736,HS101209,LED001209,2025-11-19T21:00:00,Opened,CMP000027,Quarterly Newsletter
HEM014737,HS102354,LED002354,2026-04-23T04:00:00,Opened,CMP000028,Nurture 1 - Pain Point
HEM014738,HS101602,LED001602,2026-03-06T11:00:00,Delivered,CMP000019,CRM Audit Offer
HEM014739,HS102013,LED002013,2025-10-18T09:00:00,Opened,CMP000035,Webinar Invite
HEM014740,HS104014,LED004014,2026-06-30T00:00:00,Delivered,CMP000008,Nurture 1 - Pain Point
HEM014741,HS101138,LED001138,2026-03-22T04:00:00,Bounced,CMP000029,Webinar Invite
HEM014742,,LED002095,2026-06-30T00:00:00,Opened,CMP000031,Nurture 1 - Pain Point
HEM014743,HS103768,LED003768,2025-03-19T20:00:00,Delivered,CMP000024,Post-Demo Follow Up
HEM014744,HS101676,LED001676,2026-03-18T08:00:00,Clicked,CMP000007,Quarterly Newsletter
HEM014745,HS103263,LED003263,2026-05-19T04:00:00,Delivered,CMP000004,Quarterly Newsletter
HEM014746,HS101202,LED001202,2026-05-08T16:00:00,Opened,CMP000003,Post-Demo Follow Up
HEM014747,HS101844,LED001844,2025-05-05T00:00:00,Opened,CMP000005,Webinar Invite
HEM014748,HS103661,LED003661,2025-07-26T16:00:00,Opened,CMP000013,Quarterly Newsletter
HEM014749,HS102938,LED002938,2026-02-08T02:00:00,Opened,CMP000021,Nurture 1 - Pain Point
HEM014750,HS101940,LED001940,2026-05-15T01:00:00,Delivered,CMP000011,Post-Demo Follow Up
HEM014751,HS100670,LED000670,2026-06-30T00:00:00,Opened,CMP000002,Quarterly Newsletter
HEM014752,HS100834,LED000834,2025-04-17T18:00:00,Delivered,CMP000006,Post-Demo Follow Up
HEM014753,HS101758,LED001758,2025-06-18T02:00:00,Opened,CMP000031,CRM Audit Offer
HEM014754,HS100672,LED000672,2026-06-30T00:00:00,Delivered,CMP000015,Nurture 2 - Case Study
HEM014755,HS100749,LED000749,2026-06-30T00:00:00,Delivered,CMP000005,CRM Audit Offer
HEM014756,HS100709,LED000709,2025-10-17T13:00:00,Replied,CMP000023,Quarterly Newsletter
HEM014757,HS103676,LED003676,2025-01-27T06:00:00,Delivered,CMP000021,Nurture 1 - Pain Point
HEM014758,HS101105,LED001105,2025-11-08T21:00:00,Delivered,CMP000027,Post-Demo Follow Up
HEM014759,HS104012,LED004012,2025-10-28T23:00:00,Delivered,CMP000017,Quarterly Newsletter
HEM014760,HS101884,LED001884,2026-05-13T08:00:00,Delivered,CMP000027,Nurture 2 - Case Study
HEM014761,HS102361,LED002361,2025-11-06T19:00:00,Opened,CMP000017,Nurture 1 - Pain Point
HEM014762,HS102646,LED002646,2026-06-25T08:00:00,Delivered,CMP000016,Post-Demo Follow Up
HEM014763,HS102491,LED002491,2025-04-23T07:00:00,Delivered,CMP000015,Nurture 2 - Case Study
HEM014764,HS101500,LED001500,2025-07-14T06:00:00,Opened,CMP000002,Nurture 1 - Pain Point
HEM014765,HS103252,LED003252,2026-02-25T01:00:00,Replied,CMP000001,Quarterly Newsletter
HEM014766,,LED002362,2026-02-08T02:00:00,Bounced,CMP000015,Nurture 2 - Case Study
HEM014767,HS102850,LED002850,2026-06-30T00:00:00,Delivered,CMP000003,Webinar Invite
HEM014768,HS102112,LED002112,2025-04-28T20:00:00,Opened,CMP000013,Quarterly Newsletter
HEM014769,HS101555,LED001555,2025-07-09T07:00:00,Delivered,CMP000017,CRM Audit Offer
HEM014770,,LED003667,2026-01-03T00:00:00,Clicked,CMP000002,Quarterly Newsletter
HEM014771,HS103668,LED003668,2025-11-07T10:00:00,Delivered,CMP000035,Quarterly Newsletter
HEM014772,HS100601,LED000601,2025-10-09T00:00:00,Clicked,,CRM Audit Offer
HEM014773,HS103893,LED003893,2025-11-17T08:00:00,Clicked,CMP000013,Nurture 2 - Case Study
HEM014774,HS100672,LED000672,2026-06-30T00:00:00,Clicked,CMP000026,CRM Audit Offer
HEM014775,,LED002500,2025-05-31T19:00:00,Delivered,,Nurture 2 - Case Study
HEM014776,HS102681,LED002681,2026-06-02T13:00:00,Opened,CMP000011,CRM Audit Offer
HEM014777,HS100811,LED000811,2026-04-24T07:00:00,Bounced,CMP000001,Post-Demo Follow Up
HEM014778,HS100953,LED000953,2025-12-27T18:00:00,Unsubscribed,CMP000015,Webinar Invite
HEM014779,HS103610,LED003610,2025-04-20T09:00:00,Opened,CMP000015,Nurture 1 - Pain Point
HEM014780,HS101219,LED001219,2025-04-06T20:00:00,Delivered,CMP000017,Quarterly Newsletter
HEM014781,HS100423,LED000423,2026-01-08T03:00:00,Opened,CMP000030,CRM Audit Offer
HEM014782,HS100010,LED000010,2025-05-05T04:00:00,Opened,CMP000014,Nurture 1 - Pain Point
HEM014783,HS101150,LED001150,2025-05-16T03:00:00,Delivered,CMP000007,Post-Demo Follow Up
HEM014784,HS103588,LED003588,2025-10-10T00:00:00,Clicked,CMP000022,Quarterly Newsletter
HEM014785,HS104136,LED004136,2026-04-21T16:00:00,Opened,CMP000035,Post-Demo Follow Up
HEM014786,HS102372,LED002372,2026-06-30T00:00:00,Delivered,CMP000032,Quarterly Newsletter
HEM014787,HS100799,LED000799,2025-08-23T00:00:00,Delivered,CMP000023,Post-Demo Follow Up
HEM014788,HS101572,LED001572,2026-03-08T06:00:00,Replied,CMP000026,Quarterly Newsletter
HEM014789,HS103374,LED003374,2025-04-06T12:00:00,Opened,CMP000009,Post-Demo Follow Up
HEM014790,,LED004066,2025-10-27T04:00:00,Clicked,CMP000002,Nurture 2 - Case Study
HEM014791,HS103139,LED003139,2025-09-25T02:00:00,Replied,,Nurture 1 - Pain Point
HEM014792,HS100196,LED000196,2025-05-11T15:00:00,Delivered,CMP000033,Quarterly Newsletter
HEM014793,HS103683,LED003683,2026-06-03T01:00:00,Opened,CMP000006,Nurture 1 - Pain Point
HEM014794,HS100295,LED000295,2026-06-30T00:00:00,Opened,CMP000022,CRM Audit Offer
HEM014795,HS102458,LED002458,2025-03-22T01:00:00,Opened,,Post-Demo Follow Up
HEM014796,HS103835,LED003835,2025-11-03T15:00:00,Bounced,CMP000034,Webinar Invite
HEM014797,HS103511,LED003511,2025-03-28T11:00:00,Bounced,CMP000002,Quarterly Newsletter
HEM014798,HS102523,LED002523,2026-02-15T08:00:00,Opened,CMP000008,Quarterly Newsletter
HEM014799,HS100196,LED000196,2025-04-25T16:00:00,Delivered,CMP000035,Nurture 1 - Pain Point
HEM014800,HS101727,LED001727,2026-05-10T17:00:00,Opened,,Quarterly Newsletter
HEM014801,HS101984,LED001984,2026-02-08T19:00:00,Delivered,CMP000003,CRM Audit Offer
HEM014802,HS103147,LED003147,2026-02-05T12:00:00,Unsubscribed,CMP000001,Post-Demo Follow Up
HEM014803,HS101452,LED001452,2025-10-06T18:00:00,Delivered,CMP000022,CRM Audit Offer
HEM014804,HS101567,LED001567,2026-01-23T17:00:00,Delivered,CMP000029,CRM Audit Offer
HEM014805,HS104151,LED004151,2025-05-30T06:00:00,Replied,CMP000005,Post-Demo Follow Up
HEM014806,HS100889,LED000889,2026-02-28T19:00:00,Clicked,CMP000013,Nurture 1 - Pain Point
HEM014807,HS101896,LED001896,2025-06-04T02:00:00,Delivered,CMP000023,Nurture 1 - Pain Point
HEM014808,HS100236,LED000236,2025-04-09T17:00:00,Delivered,CMP000032,Webinar Invite
HEM014809,HS102382,LED002382,2026-06-30T00:00:00,Clicked,CMP000009,CRM Audit Offer
HEM014810,HS103548,LED003548,2026-06-09T19:00:00,Delivered,CMP000007,Post-Demo Follow Up
HEM014811,,LED003169,2026-06-30T00:00:00,Opened,CMP000021,Nurture 1 - Pain Point
HEM014812,HS103928,LED003928,2025-03-30T23:00:00,Delivered,CMP000001,Nurture 2 - Case Study
HEM014813,HS103158,LED003158,2026-05-13T04:00:00,Delivered,CMP000031,CRM Audit Offer
HEM014814,HS102493,LED002493,2025-08-08T20:00:00,Clicked,CMP000030,Post-Demo Follow Up
HEM014815,HS101869,LED001869,2026-04-30T04:00:00,Delivered,CMP000021,Webinar Invite
HEM014816,HS101564,LED001564,2026-05-15T00:00:00,Opened,CMP000008,Nurture 2 - Case Study
HEM014817,HS101064,LED001064,2026-06-30T00:00:00,Unsubscribed,CMP000030,Nurture 1 - Pain Point
HEM014818,HS103067,LED003067,2025-11-27T20:00:00,Delivered,CMP000001,Post-Demo Follow Up
HEM014819,HS103328,LED003328,2025-12-26T17:00:00,Bounced,CMP000028,Post-Demo Follow Up
HEM014820,HS103911,LED003911,2026-03-10T11:00:00,Clicked,CMP000034,Nurture 2 - Case Study
HEM014821,HS103530,LED003530,2025-12-01T18:00:00,Clicked,CMP000026,Post-Demo Follow Up
HEM014822,HS100252,LED000252,2026-06-17T03:00:00,Delivered,CMP000015,Quarterly Newsletter
HEM014823,HS100252,LED000252,2026-06-05T03:00:00,Delivered,CMP000035,CRM Audit Offer
HEM014824,HS102996,LED002996,2026-04-14T19:00:00,Delivered,CMP000035,Post-Demo Follow Up
HEM014825,HS103725,LED003725,2025-10-25T09:00:00,Delivered,CMP000018,Nurture 2 - Case Study
HEM014826,HS101639,LED001639,2025-05-26T18:00:00,Delivered,CMP000026,Webinar Invite
HEM014827,HS101120,LED001120,2026-01-25T17:00:00,Unsubscribed,CMP000032,Post-Demo Follow Up
HEM014828,HS102502,LED002502,2026-06-30T00:00:00,Delivered,CMP000035,Webinar Invite
HEM014829,HS101522,LED001522,2025-08-11T08:00:00,Unsubscribed,CMP000033,Webinar Invite
HEM014830,HS102332,LED002332,2026-01-11T17:00:00,Bounced,CMP000013,Post-Demo Follow Up
HEM014831,HS102950,LED002950,2025-10-27T02:00:00,Opened,CMP000010,Post-Demo Follow Up
HEM014832,HS101331,LED001331,2025-06-14T09:00:00,Delivered,CMP000024,Nurture 2 - Case Study
HEM014833,HS103833,LED003833,2025-06-20T06:00:00,Unsubscribed,CMP000018,Webinar Invite
HEM014834,,LED000182,2025-06-15T14:00:00,Delivered,CMP000011,CRM Audit Offer
HEM014835,HS100393,LED000393,2025-08-04T23:00:00,Bounced,CMP000023,Nurture 2 - Case Study
HEM014836,HS100047,LED000047,2025-05-16T18:00:00,Opened,CMP000035,CRM Audit Offer
HEM014837,HS103255,LED003255,2026-01-22T16:00:00,Delivered,CMP000018,Nurture 1 - Pain Point
HEM014838,HS100799,LED000799,2025-10-19T04:00:00,Delivered,CMP000007,CRM Audit Offer
HEM014839,HS102955,LED002955,2026-06-30T00:00:00,Clicked,CMP000017,Quarterly Newsletter
HEM014840,HS102779,LED002779,2025-05-26T00:00:00,Opened,CMP000021,Quarterly Newsletter
HEM014841,HS101357,LED001357,2025-05-29T11:00:00,Delivered,,Post-Demo Follow Up
HEM014842,HS101289,LED001289,2025-09-01T17:00:00,Delivered,CMP000029,Post-Demo Follow Up
HEM014843,HS102861,LED002861,2025-11-09T22:00:00,Delivered,CMP000005,Post-Demo Follow Up
HEM014844,HS100567,LED000567,2025-03-22T19:00:00,Delivered,CMP000008,CRM Audit Offer
HEM014845,,LED004066,2025-10-25T06:00:00,Clicked,CMP000035,Quarterly Newsletter
HEM014846,HS104022,LED004022,2026-06-30T00:00:00,Delivered,,Quarterly Newsletter
HEM014847,HS103183,LED003183,2026-06-30T00:00:00,Clicked,CMP000002,Webinar Invite
HEM014848,HS103723,LED003723,2026-04-01T19:00:00,Opened,CMP000031,Quarterly Newsletter
HEM014849,HS100928,LED000928,2025-04-02T13:00:00,Delivered,CMP000011,Post-Demo Follow Up
HEM014850,HS102165,LED002165,2026-05-11T15:00:00,Opened,CMP000024,Webinar Invite
HEM014851,HS101439,LED001439,2025-12-31T07:00:00,Opened,CMP000019,Webinar Invite
HEM014852,HS100819,LED000819,2026-02-12T14:00:00,Opened,CMP000018,Nurture 1 - Pain Point
HEM014853,HS100982,LED000982,2026-03-23T09:00:00,Delivered,CMP000019,Webinar Invite
HEM014854,HS102846,LED002846,2025-11-09T08:00:00,Delivered,CMP000032,Webinar Invite
HEM014855,HS102537,LED002537,2025-09-18T06:00:00,Delivered,CMP000031,Nurture 1 - Pain Point
HEM014856,HS101769,LED001769,2025-06-17T08:00:00,Delivered,CMP000016,Webinar Invite
HEM014857,HS102642,LED002642,2026-06-05T00:00:00,Opened,CMP000019,Nurture 2 - Case Study
HEM014858,HS101297,LED001297,2025-12-17T05:00:00,Delivered,CMP000006,Webinar Invite
HEM014859,HS101264,LED001264,2026-05-17T12:00:00,Delivered,CMP000031,Webinar Invite
HEM014860,HS102889,LED002889,2026-02-12T17:00:00,Opened,,Post-Demo Follow Up
HEM014861,HS101274,LED001274,2026-06-30T00:00:00,Delivered,CMP000009,Quarterly Newsletter
HEM014862,HS100102,LED000102,2025-02-14T01:00:00,Opened,CMP000035,Nurture 1 - Pain Point
HEM014863,HS103123,LED003123,2026-04-01T07:00:00,Opened,CMP000034,Nurture 2 - Case Study
HEM014864,HS102178,LED002178,2025-08-07T04:00:00,Delivered,,Nurture 1 - Pain Point
HEM014865,HS102694,LED002694,2025-02-12T07:00:00,Opened,CMP000018,Post-Demo Follow Up
HEM014866,HS102200,LED002200,2025-12-21T19:00:00,Opened,CMP000003,Nurture 2 - Case Study
HEM014867,HS102589,LED002589,2026-06-14T18:00:00,Delivered,CMP000013,Webinar Invite
HEM014868,HS103847,LED003847,2026-06-30T00:00:00,Opened,,Webinar Invite
HEM014869,HS103921,LED003921,2025-08-21T00:00:00,Clicked,,Nurture 1 - Pain Point
HEM014870,HS101792,LED001792,2025-06-20T07:00:00,Opened,CMP000021,Nurture 2 - Case Study
