External Task ID,Activity Date,Owner External ID,Related Object Type,Related Object External ID,Task Type,Subject,Status,Outcome,Duration Minutes,Logged In System
TSK011693,2025-08-11,USR000014,Lead,LED001882,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,15,Salesforce
TSK007746,2025-03-11,USR000021,Lead,LED002359,Demo,Demo - Connected,Completed,Connected,20,Gong
TSK010889,2025-03-31,USR000014,Lead,LED000407,Email,Email - Clicked,Completed,Clicked,10,Outreach
TSK006437,2025-08-27,USR000025,Lead,LED000477,Call,Call - Completed,Completed,Completed,15,Manual
TSK014008,2026-03-19,USR000006,Opportunity,OPP000555,Follow-up,Follow-up - Pending,Open,Pending,10,HubSpot
TSK005151,2025-09-23,USR000003,Lead,LED003287,Meeting,Meeting - Connected,Completed,Connected,30,HubSpot
TSK008414,2025-12-26,USR000025,Contact,CON001006,Call,Call - Connected,Completed,Connected,30,Gong
TSK001291,2025-04-06,USR000012,Lead,LED001136,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK002876,2026-05-05,USR000013,Contact,CON000062,Email,Email - Sent,Completed,Sent,10,Salesforce
TSK001939,2025-02-16,USR000021,Contact,CON003093,Call,Call - Left Voicemail,Completed,Left Voicemail,10,HubSpot
TSK007832,2026-01-07,USR000002,Contact,CON001219,Call,Call - Connected,Completed,Connected,5,Manual
TSK009307,2025-04-17,USR000009,Contact,CON002082,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,5,HubSpot
TSK001718,2026-02-16,USR000012,Contact,CON001554,Call,Call - Connected,Open,Connected,15,HubSpot
TSK005176,2025-12-02,USR000009,Lead,LED002230,Call,Call - Completed,Completed,Completed,10,HubSpot
TSK011365,2026-06-20,USR000016,Contact,CON002456,Email,Email - Sent,Completed,Sent,5,Manual
TSK007364,2026-03-12,USR000021,Opportunity,OPP001630,Internal Note,Internal Note - No Response,Completed,No Response,15,Outreach
TSK002623,2025-08-12,USR000008,Contact,CON000481,Email,Email - Opened,Completed,Opened,15,Manual
TSK009834,2025-05-22,USR000005,Contact,CON003188,Email,Email - Clicked,Completed,Clicked,20,Salesforce
TSK011419,2025-04-11,USR000028,Contact,CON000713,Email,Email - Replied,Completed,Replied,60,Outreach
TSK011099,2025-01-03,USR000004,Opportunity,OPP001630,Call,Call - No Show,Completed,No Show,5,Gong
TSK008095,2025-06-08,USR000002,Contact,CON000653,Email,Email - Opened,Completed,Opened,45,HubSpot
TSK002223,2025-05-28,USR000017,Lead,LED001460,Email,Email - Replied,Completed,Replied,20,Manual
TSK010354,2025-12-03,USR000021,Opportunity,OPP000597,Call,Call - No Show,Open,No Show,10,Salesforce
TSK007819,2025-03-24,USR000008,Lead,LED001678,Email,Email - Clicked,Completed,Clicked,5,Outreach
TSK008986,2026-06-17,USR000002,Contact,CON001013,Email,Email - Replied,Completed,Replied,45,HubSpot
TSK009633,2025-03-03,USR000015,Lead,LED001044,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK008951,2026-01-28,USR000001,Lead,LED002872,Demo,Demo - Completed,Completed,Completed,15,Gong
TSK013526,2026-01-23,USR000005,Lead,LED001506,Email,Email - Sent,Completed,Sent,20,Gong
TSK006890,2026-05-31,USR000022,Lead,LED003128,Email,Email - Sent,Completed,Sent,30,Salesforce
TSK005867,2026-03-04,USR000017,Lead,LED003832,Follow-up,Follow-up - Replied,Completed,Replied,60,Manual
TSK012206,2025-07-27,USR000020,Contact,CON001726,Demo,Demo - Completed,Completed,Completed,10,Outreach
TSK003259,2026-04-08,USR000012,Contact,CON001527,Call,Call - Connected,Completed,Connected,10,Gong
TSK012092,2025-07-25,USR000007,Lead,LED000873,Email,Email - Sent,Completed,Sent,10,Gong
TSK004411,2025-01-29,USR000018,Contact,CON001453,Call,Call - Rescheduled,Completed,Rescheduled,15,Salesforce
TSK013774,2026-04-11,USR000009,Contact,CON002229,Email,Email - Replied,Completed,Replied,15,Outreach
TSK010876,2025-11-24,USR000011,Opportunity,OPP001518,Follow-up,Follow-up - Completed,Completed,Completed,15,Outreach
TSK003562,2025-06-07,USR000008,Lead,LED000387,Meeting,Meeting - No Show,Completed,No Show,45,Salesforce
TSK013044,2025-11-17,USR000003,Opportunity,OPP001146,Follow-up,Follow-up - Replied,Completed,Replied,30,Salesforce
TSK010211,2026-02-16,USR000008,Lead,LED002028,Demo,Demo - Left Voicemail,Completed,Left Voicemail,30,HubSpot
TSK013522,2025-10-24,USR000022,Lead,LED001332,Call,Call - Completed,Completed,Completed,45,Gong
TSK006433,2025-11-11,USR000018,Opportunity,OPP001349,Call,Call - Completed,Completed,Completed,10,Outreach
TSK014266,2025-02-12,USR000023,Lead,LED003328,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,5,Outreach
TSK009392,2025-06-18,USR000025,Contact,CON003093,Call,Call - Connected,Completed,Connected,15,Gong
TSK012431,2026-02-18,USR000016,Contact,CON002285,Call,Call - Connected,Open,Connected,10,HubSpot
TSK005127,2026-05-10,USR000018,Lead,LED001832,Internal Note,Internal Note - Pending,Completed,Pending,45,Salesforce
TSK001749,2025-06-28,USR000014,Contact,CON002784,Email,Email - Replied,Open,Replied,5,Outreach
TSK005862,2025-10-18,USR000007,Opportunity,OPP000189,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK006440,2025-02-01,USR000010,Opportunity,OPP001268,Call,Call - Left Voicemail,Open,Left Voicemail,45,Gong
TSK005258,2025-02-07,USR000017,Lead,LED000009,Follow-up,Follow-up - Completed,Completed,Completed,10,HubSpot
TSK001457,2025-06-23,USR000005,Lead,LED003143,Email,Email - Sent,Completed,Sent,60,HubSpot
TSK004816,2025-12-16,USR000027,Contact,CON002477,Meeting,Meeting - Connected,Completed,Connected,20,Salesforce
TSK006714,2025-05-01,USR000011,Lead,LED002411,Email,Email - Clicked,Completed,Clicked,10,Gong
TSK002835,2026-02-13,USR000015,Opportunity,OPP000191,Call,Call - Left Voicemail,Completed,Left Voicemail,5,HubSpot
TSK004339,2026-01-31,USR000019,Lead,LED003206,Email,Email - Sent,Completed,Sent,15,Outreach
TSK010248,2025-12-25,USR000020,Opportunity,OPP000690,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,45,Salesforce
TSK002061,2025-04-24,USR000001,Contact,CON002876,Follow-up,Follow-up - No Response,Completed,No Response,20,HubSpot
TSK006128,2025-11-12,USR000005,Contact,CON000611,Internal Note,Internal Note - Pending,Completed,Pending,15,Gong
TSK001389,2025-06-04,USR000026,Lead,LED003332,Email,Email - Replied,Completed,Replied,10,HubSpot
TSK003258,2025-12-02,USR000025,Opportunity,OPP000144,Email,Email - Sent,Completed,Sent,20,HubSpot
TSK003463,2025-03-16,USR000015,Lead,LED002897,Meeting,Meeting - Connected,Completed,Connected,20,Gong
TSK008769,2025-10-23,USR000022,Contact,CON001163,Demo,Demo - Connected,Completed,Connected,15,Salesforce
TSK000255,2025-02-06,USR000017,Lead,LED002114,Email,Email - Replied,Open,Replied,20,HubSpot
TSK006209,2026-01-24,USR000009,Opportunity,OPP000199,Email,Email - Opened,Completed,Opened,15,Salesforce
TSK000515,2025-11-30,USR000019,Contact,CON003029,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Salesforce
TSK004810,2026-01-15,USR000007,Lead,LED000762,LinkedIn Touch,LinkedIn Touch - Pending,Open,Pending,5,HubSpot
TSK006488,2025-01-30,USR000007,Contact,CON001414,Email,Email - Opened,Open,Opened,30,Manual
TSK007368,2026-02-02,USR000025,Lead,LED002609,Demo,Demo - Connected,Completed,Connected,10,Gong
TSK001735,2025-01-25,USR000015,Lead,LED001079,Meeting,Meeting - Completed,Completed,Completed,10,Salesforce
TSK007082,2025-11-19,USR000014,Lead,LED003660,Meeting,Meeting - Connected,Completed,Connected,10,HubSpot
TSK004017,2025-10-07,USR000019,Opportunity,OPP001452,Email,Email - Sent,Completed,Sent,5,Manual
TSK014480,2025-07-11,USR000021,Opportunity,OPP000305,Call,Call - Completed,Completed,Completed,10,Salesforce
TSK003924,2026-01-29,USR000022,Lead,LED002250,Email,Email - Opened,Completed,Opened,5,Salesforce
TSK000731,2026-05-01,USR000019,Opportunity,OPP000746,Call,Call - Connected,Completed,Connected,15,Manual
TSK012490,2025-02-26,USR000025,Opportunity,OPP000034,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,5,Outreach
TSK006169,2025-01-12,USR000005,Contact,CON000722,Email,Email - Replied,Completed,Replied,5,Manual
TSK000978,2026-05-26,USR000014,Lead,LED002813,Email,Email - Opened,Completed,Opened,15,Gong
TSK004933,2026-05-12,USR000014,Contact,CON002915,Demo,Demo - Connected,Completed,Connected,10,Salesforce
TSK007619,2025-11-08,USR000024,Opportunity,OPP001643,Email,Email - Sent,Open,Sent,5,Outreach
TSK003357,2025-10-01,USR000016,Lead,LED001611,Meeting,Meeting - Completed,Completed,Completed,20,HubSpot
TSK009325,2025-01-19,USR000013,Lead,LED001121,Call,Call - Connected,Open,Connected,5,Salesforce
TSK004045,2025-12-08,USR000003,Contact,CON001989,Email,Email - Sent,Completed,Sent,10,HubSpot
TSK000863,2025-04-25,USR000020,Lead,LED003712,Call,Call - No Show,Completed,No Show,30,Manual
TSK012393,2026-06-16,USR000021,Contact,CON000962,Meeting,Meeting - Completed,Completed,Completed,10,Manual
TSK012763,2026-06-20,USR000012,Lead,LED001961,Call,Call - Completed,Completed,Completed,45,HubSpot
TSK005098,2025-03-05,USR000028,Lead,LED001324,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,20,HubSpot
TSK009592,2025-08-26,USR000007,Lead,LED002441,Email,Email - Sent,Open,Sent,30,HubSpot
TSK009636,2025-10-31,USR000013,Opportunity,OPP000722,Meeting,Meeting - Completed,Completed,Completed,30,Manual
TSK005288,2025-04-30,USR000005,Lead,LED003671,Internal Note,Internal Note - Completed,Completed,Completed,15,Manual
TSK011358,2025-01-11,USR000007,Opportunity,OPP000007,Internal Note,Internal Note - Pending,Completed,Pending,10,Salesforce
TSK009919,2025-11-19,USR000027,Contact,CON001843,Internal Note,Internal Note - Replied,Completed,Replied,5,Outreach
TSK006534,2025-02-28,USR000021,Lead,LED002275,Email,Email - Opened,Completed,Opened,45,Outreach
TSK006907,2025-01-02,USR000004,Opportunity,OPP000178,Email,Email - Sent,Completed,Sent,10,Gong
TSK003721,2025-11-28,USR000013,Lead,LED003244,Follow-up,Follow-up - Pending,Completed,Pending,30,Gong
TSK004690,2025-05-11,USR000019,Opportunity,OPP001275,Call,Call - No Show,Completed,No Show,5,HubSpot
TSK009042,2026-06-09,USR000021,Opportunity,OPP000179,Email,Email - Opened,Completed,Opened,5,Manual
TSK001059,2026-06-22,USR000017,Contact,CON001232,Email,Email - Replied,Completed,Replied,15,Salesforce
TSK008948,2026-04-19,USR000006,Opportunity,OPP001006,Call,Call - No Show,Completed,No Show,45,HubSpot
TSK002661,2026-01-14,USR000025,Lead,LED000761,Call,Call - Rescheduled,Open,Rescheduled,10,Gong
TSK004773,2025-04-08,USR000011,Lead,LED001274,Email,Email - Sent,Completed,Sent,20,Salesforce
TSK000093,2025-04-24,USR000027,Lead,LED003386,Follow-up,Follow-up - No Response,Completed,No Response,60,Manual
TSK005190,2026-04-10,USR000007,Contact,CON001793,Email,Email - Sent,Completed,Sent,45,Salesforce
TSK010428,2025-01-04,USR000022,Opportunity,OPP001247,Follow-up,Follow-up - Pending,Completed,Pending,60,Outreach
TSK009693,2025-06-16,USR000005,Lead,LED001708,Call,Call - Connected,Completed,Connected,30,Manual
TSK012576,2025-12-21,USR000012,Contact,CON003324,Meeting,Meeting - Completed,Completed,Completed,10,HubSpot
TSK004955,2026-02-27,USR000008,Lead,LED000193,Email,Email - Bounced,Completed,Bounced,10,Manual
TSK013863,2025-05-21,USR000016,Contact,CON000611,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Outreach
TSK013552,2025-10-07,USR000008,Contact,CON000201,Call,Call - Connected,Open,Connected,15,Manual
TSK004574,2026-06-30,USR000002,Contact,CON000481,Follow-up,Follow-up - Pending,Completed,Pending,45,Outreach
TSK005969,2025-04-12,USR000017,Opportunity,OPP001370,Follow-up,Follow-up - Replied,Completed,Replied,10,Manual
TSK001098,2025-06-12,USR000003,Contact,CON003337,Call,Call - No Show,Open,No Show,5,Gong
TSK005163,2025-10-27,USR000003,Contact,CON003555,Demo,Demo - Connected,Completed,Connected,10,HubSpot
TSK012320,2025-01-12,USR000009,Lead,LED000100,Meeting,Meeting - Connected,Completed,Connected,10,Manual
TSK012034,2025-08-10,USR000012,Contact,CON001903,Email,Email - Sent,Open,Sent,45,Salesforce
TSK001337,2025-07-04,USR000025,Lead,LED004102,Meeting,Meeting - Connected,Completed,Connected,10,Salesforce
TSK008013,2025-10-20,USR000012,Contact,CON001936,Follow-up,Follow-up - Completed,Completed,Completed,60,Manual
TSK003134,2025-03-30,USR000004,Lead,LED002271,Call,Call - No Show,Completed,No Show,15,Outreach
TSK013276,2025-07-10,USR000014,Lead,LED001173,Call,Call - Connected,Completed,Connected,30,Salesforce
TSK013368,2026-03-19,USR000013,Lead,LED003470,Call,Call - Completed,Completed,Completed,10,HubSpot
TSK002536,2025-10-04,USR000022,Opportunity,OPP000668,Call,Call - No Show,Completed,No Show,20,HubSpot
TSK007971,2025-08-25,USR000019,Lead,LED002019,Meeting,Meeting - Completed,Completed,Completed,30,Manual
TSK011055,2025-09-25,USR000008,Lead,LED000730,Email,Email - Clicked,Completed,Clicked,10,HubSpot
TSK002160,2025-01-19,USR000012,Lead,LED000042,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK000623,2025-08-25,USR000027,Opportunity,OPP001382,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,10,Manual
TSK003648,2026-06-12,USR000007,Opportunity,OPP000266,Call,Call - Connected,Completed,Connected,45,Gong
TSK011152,2026-02-17,USR000009,Lead,LED001534,Email,Email - Opened,Completed,Opened,10,Outreach
TSK002101,2026-05-08,USR000002,Lead,LED002302,Email,Email - Clicked,Completed,Clicked,45,Manual
TSK001054,2025-04-26,USR000012,Opportunity,OPP001626,Call,Call - Completed,Completed,Completed,10,Salesforce
TSK013174,2026-04-23,USR000016,Opportunity,OPP001408,Call,Call - Completed,Completed,Completed,15,HubSpot
TSK000857,2025-04-12,USR000022,Lead,LED000583,Email,Email - Replied,Completed,Replied,10,Manual
TSK005374,2025-07-08,USR000006,Contact,CON001584,Call,Call - Completed,Completed,Completed,5,Outreach
TSK013194,2025-07-11,USR000001,Lead,LED001725,LinkedIn Touch,LinkedIn Touch - Completed,Open,Completed,30,Manual
TSK005645,2025-12-31,USR000017,Contact,CON003178,Call,Call - Completed,Completed,Completed,30,Outreach
TSK000369,2026-06-02,USR000010,Contact,CON001005,Demo,Demo - Completed,Completed,Completed,15,Manual
TSK004165,2025-11-22,USR000001,Lead,LED001541,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Manual
TSK009349,2025-08-15,USR000022,Contact,CON000257,Call,Call - Completed,Open,Completed,15,HubSpot
TSK011694,2026-04-25,USR000002,Opportunity,OPP001268,Email,Email - Bounced,Completed,Bounced,30,Outreach
TSK010908,2025-08-26,USR000007,Opportunity,OPP000916,Email,Email - Opened,Completed,Opened,15,Gong
TSK008296,2025-07-07,USR000014,Contact,CON002485,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK000757,2025-05-20,USR000024,Opportunity,OPP001226,Email,Email - Sent,Completed,Sent,45,HubSpot
TSK000494,2025-07-08,USR000016,Lead,LED002919,Email,Email - Clicked,Completed,Clicked,30,Salesforce
TSK000005,2025-06-09,USR000025,Contact,CON001554,Call,Call - Rescheduled,Completed,Rescheduled,15,Salesforce
TSK008141,2026-02-03,USR000008,Contact,CON002342,Demo,Demo - Left Voicemail,Completed,Left Voicemail,30,Gong
TSK001680,2026-03-05,USR000016,Contact,CON002610,Call,Call - No Show,Completed,No Show,15,Manual
TSK013985,2026-02-21,USR000023,Contact,CON001710,Follow-up,Follow-up - Replied,Completed,Replied,20,Manual
TSK005309,2026-03-04,USR000025,Lead,LED000331,Email,Email - Sent,Completed,Sent,15,Outreach
TSK011175,2025-05-16,USR000026,Lead,LED002380,Meeting,Meeting - Completed,Completed,Completed,60,HubSpot
TSK012985,2026-02-05,USR000009,Opportunity,OPP000079,Follow-up,Follow-up - Pending,Completed,Pending,60,Salesforce
TSK004469,2025-11-14,USR000024,Contact,CON003335,Email,Email - Replied,Completed,Replied,5,Outreach
TSK005832,2025-10-05,USR000023,Contact,CON001611,Email,Email - Opened,Completed,Opened,20,Salesforce
TSK006834,2026-04-06,USR000006,Opportunity,OPP000645,Email,Email - Opened,Completed,Opened,20,Manual
TSK004878,2025-04-12,USR000027,Opportunity,OPP000529,Internal Note,Internal Note - Pending,Completed,Pending,20,Gong
TSK001108,2025-08-15,USR000017,Contact,CON001089,Demo,Demo - Left Voicemail,Completed,Left Voicemail,30,HubSpot
TSK010634,2026-01-29,USR000017,Lead,LED002316,Email,Email - Replied,Completed,Replied,45,HubSpot
TSK000267,2025-09-01,USR000020,Contact,CON003281,Demo,Demo - Left Voicemail,Completed,Left Voicemail,10,Salesforce
TSK004172,2026-04-19,USR000004,Contact,CON002995,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK003529,2026-05-14,USR000008,Lead,LED001343,Email,Email - Opened,Completed,Opened,10,Salesforce
TSK011342,2026-06-20,USR000007,Opportunity,OPP001456,Follow-up,Follow-up - No Response,Open,No Response,15,Gong
TSK005349,2025-11-22,USR000018,Opportunity,OPP001498,Call,Call - No Show,Completed,No Show,45,Manual
TSK000452,2025-12-31,USR000005,Opportunity,OPP000963,Follow-up,Follow-up - Replied,Completed,Replied,20,Manual
TSK006219,2026-06-07,USR000011,Contact,CON001166,Email,Email - Opened,Completed,Opened,30,Outreach
TSK011900,2026-01-25,USR000007,Opportunity,OPP000179,Demo,Demo - No Show,Completed,No Show,5,HubSpot
TSK000553,2026-02-20,USR000005,Lead,LED003244,Email,Email - Clicked,Completed,Clicked,30,Manual
TSK010232,2025-09-07,USR000005,Lead,LED001173,Follow-up,Follow-up - Pending,Completed,Pending,45,Outreach
TSK010644,2025-02-13,USR000008,Contact,CON000348,Email,Email - Replied,Completed,Replied,10,Outreach
TSK007162,2025-11-13,USR000011,Contact,CON001461,Follow-up,Follow-up - Completed,Completed,Completed,60,Manual
TSK012961,2026-04-02,USR000020,Opportunity,OPP000374,Email,Email - Sent,Completed,Sent,10,Gong
TSK001975,2026-02-25,USR000021,Contact,CON000387,Internal Note,Internal Note - Replied,Completed,Replied,15,Salesforce
TSK008237,2025-12-08,USR000009,Contact,CON000837,Call,Call - Connected,Completed,Connected,5,Gong
TSK000274,2026-03-25,USR000022,Opportunity,OPP000102,Email,Email - Sent,Completed,Sent,10,Gong
TSK013819,2025-01-18,USR000004,Contact,CON000353,Call,Call - Completed,Completed,Completed,15,Manual
TSK005339,2025-10-09,USR000008,Opportunity,OPP000752,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK005674,2026-05-03,USR000023,Contact,CON003153,Follow-up,Follow-up - Replied,Completed,Replied,20,Outreach
TSK000057,2026-01-28,USR000013,Contact,CON000076,Call,Call - Connected,Open,Connected,20,Salesforce
TSK005420,2026-03-27,USR000017,Lead,LED002028,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,Manual
TSK011913,2025-10-05,USR000014,Opportunity,OPP001460,Email,Email - Opened,Open,Opened,30,Gong
TSK003726,2025-05-26,USR000010,Contact,CON000917,Call,Call - Left Voicemail,Completed,Left Voicemail,5,HubSpot
TSK003985,2025-07-12,USR000020,Contact,CON003301,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,5,Gong
TSK011952,2025-05-15,USR000015,Lead,LED001510,Call,Call - Connected,Completed,Connected,30,Gong
TSK013686,2026-04-14,USR000012,Contact,CON002620,Call,Call - Completed,Completed,Completed,20,Salesforce
TSK005313,2026-04-06,USR000018,Opportunity,OPP000163,Internal Note,Internal Note - Replied,Completed,Replied,30,Salesforce
TSK011782,2025-12-01,USR000027,Opportunity,OPP000964,Follow-up,Follow-up - Replied,Completed,Replied,15,HubSpot
TSK008870,2026-04-01,USR000005,Contact,CON000471,Call,Call - Completed,Completed,Completed,5,Gong
TSK000924,2025-07-11,USR000009,Lead,LED001555,Email,Email - Sent,Completed,Sent,10,HubSpot
TSK000097,2025-05-23,USR000004,Contact,CON000623,Email,Email - Sent,Completed,Sent,15,Gong
TSK004847,2025-03-03,USR000008,Opportunity,OPP000188,Email,Email - Sent,Completed,Sent,10,Outreach
TSK003618,2025-05-07,USR000005,Lead,LED004140,Call,Call - Completed,Completed,Completed,60,Gong
TSK014007,2025-10-31,USR000011,Lead,LED002176,Meeting,Meeting - Connected,Completed,Connected,20,Manual
TSK002355,2026-05-14,USR000003,Opportunity,OPP000280,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK004747,2026-02-19,USR000003,Contact,CON002602,Email,Email - Sent,Completed,Sent,45,HubSpot
TSK008106,2026-03-31,USR000013,Lead,LED003244,Email,Email - Opened,Completed,Opened,15,Outreach
TSK001821,2025-02-03,USR000002,Contact,CON001989,Meeting,Meeting - Rescheduled,Open,Rescheduled,15,Salesforce
TSK011030,2025-04-07,USR000022,Lead,LED000925,Call,Call - No Show,Completed,No Show,20,HubSpot
TSK005861,2025-02-20,USR000024,Contact,CON001044,Call,Call - Connected,Completed,Connected,5,Salesforce
TSK003480,2025-03-29,USR000012,Opportunity,OPP000767,Follow-up,Follow-up - Replied,Completed,Replied,20,Manual
TSK004508,2025-11-02,USR000012,Contact,CON000102,Call,Call - Completed,Completed,Completed,10,Gong
TSK009348,2025-01-30,USR000020,Opportunity,OPP001418,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Outreach
TSK000203,2026-06-26,USR000016,Lead,LED000696,Follow-up,Follow-up - Pending,Open,Pending,45,Outreach
TSK002020,2025-03-04,USR000019,Lead,LED001434,Follow-up,Follow-up - No Response,Completed,No Response,10,HubSpot
TSK014321,2025-01-03,USR000012,Contact,CON000930,Call,Call - Connected,Completed,Connected,30,HubSpot
TSK000151,2025-02-10,USR000026,Opportunity,OPP000034,Meeting,Meeting - Completed,Open,Completed,15,Salesforce
TSK001172,2025-12-01,USR000025,Contact,CON002458,Call,Call - Completed,Completed,Completed,45,HubSpot
TSK002033,2025-01-02,USR000017,Opportunity,OPP000570,Demo,Demo - Rescheduled,Open,Rescheduled,30,Manual
TSK013137,2025-02-19,USR000021,Lead,LED001136,Call,Call - Connected,Completed,Connected,45,HubSpot
TSK012289,2025-04-22,USR000013,Lead,LED001095,Call,Call - No Show,Completed,No Show,20,HubSpot
TSK010193,2025-05-02,USR000017,Opportunity,OPP000020,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,Outreach
TSK011268,2026-04-09,USR000018,Contact,CON003485,Demo,Demo - Connected,Completed,Connected,15,Outreach
TSK001401,2025-09-03,USR000018,Contact,CON003219,Follow-up,Follow-up - Replied,Completed,Replied,30,Gong
TSK001146,2026-03-26,USR000027,Opportunity,OPP001111,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,30,Outreach
TSK006708,2025-10-04,USR000013,Opportunity,OPP001514,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,HubSpot
TSK012611,2025-04-28,USR000020,Contact,CON000817,Follow-up,Follow-up - Completed,Completed,Completed,30,Gong
TSK006928,2026-03-27,USR000009,Contact,CON002114,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Manual
TSK002553,2025-12-01,USR000021,Contact,CON000659,Email,Email - Sent,Open,Sent,15,Manual
TSK006573,2026-05-25,USR000020,Contact,CON002591,Email,Email - Sent,Completed,Sent,10,Gong
TSK003923,2025-01-16,USR000013,Contact,CON001083,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,10,Gong
TSK013347,2025-08-06,USR000019,Lead,LED002146,Email,Email - Sent,Completed,Sent,15,HubSpot
TSK001375,2025-05-01,USR000009,Lead,LED000150,Call,Call - Connected,Completed,Connected,15,HubSpot
TSK010122,2025-03-03,USR000013,Lead,LED002275,Email,Email - Clicked,Completed,Clicked,30,Gong
TSK007041,2025-08-16,USR000016,Lead,LED001282,Meeting,Meeting - No Show,Completed,No Show,30,HubSpot
TSK010647,2026-05-21,USR000001,Contact,CON002610,Email,Email - Opened,Completed,Opened,45,Gong
TSK004692,2025-04-30,USR000004,Lead,LED003989,Call,Call - Connected,Completed,Connected,15,Outreach
TSK005070,2025-02-08,USR000023,Opportunity,OPP001138,Follow-up,Follow-up - Replied,Open,Replied,45,Outreach
TSK014339,2025-12-19,USR000011,Lead,LED001501,Call,Call - Completed,Open,Completed,45,HubSpot
TSK008393,2026-05-22,USR000011,Opportunity,OPP000160,Internal Note,Internal Note - Pending,Completed,Pending,30,Outreach
TSK013436,2025-09-29,USR000015,Lead,LED001534,Email,Email - Sent,Open,Sent,30,Manual
TSK000528,2025-03-18,USR000025,Lead,LED000708,Email,Email - Sent,Completed,Sent,20,Manual
TSK013341,2026-04-25,USR000026,Lead,LED002168,Email,Email - Sent,Open,Sent,20,Manual
TSK010589,2025-07-17,USR000016,Lead,LED003962,Call,Call - No Show,Completed,No Show,5,Outreach
TSK003462,2025-07-07,USR000018,Contact,CON000587,Email,Email - Replied,Open,Replied,45,Outreach
TSK012587,2026-03-17,USR000024,Lead,LED002664,Email,Email - Sent,Completed,Sent,10,HubSpot
TSK011617,2026-02-10,USR000002,Contact,CON000149,Email,Email - Sent,Completed,Sent,45,Gong
TSK012328,2025-03-12,USR000017,Contact,CON000419,Meeting,Meeting - Connected,Completed,Connected,10,Outreach
TSK005527,2025-05-23,USR000025,Opportunity,OPP000051,Email,Email - Opened,Completed,Opened,5,Outreach
TSK007579,2025-03-25,USR000026,Lead,LED001272,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Salesforce
TSK007238,2025-02-08,USR000006,Opportunity,OPP000881,Call,Call - Completed,Completed,Completed,30,Outreach
TSK011131,2025-12-25,USR000012,Lead,LED001691,Email,Email - Opened,Completed,Opened,15,HubSpot
TSK012210,2025-09-08,USR000005,Contact,CON002169,Follow-up,Follow-up - Pending,Open,Pending,20,Manual
TSK010111,2025-09-01,USR000001,Contact,CON001810,Follow-up,Follow-up - Pending,Completed,Pending,60,Gong
TSK007256,2025-02-07,USR000027,Lead,LED003107,Follow-up,Follow-up - Pending,Open,Pending,45,Manual
TSK007340,2025-10-28,USR000028,Contact,CON000083,Demo,Demo - Left Voicemail,Open,Left Voicemail,15,Manual
TSK012847,2025-06-12,USR000024,Lead,LED000752,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK012073,2025-01-08,USR000006,Opportunity,OPP000871,Email,Email - Replied,Completed,Replied,15,Gong
TSK003084,2026-06-08,USR000007,Lead,LED003038,Email,Email - Clicked,Completed,Clicked,10,Outreach
TSK008298,2026-04-03,USR000027,Opportunity,OPP000619,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,30,Outreach
TSK009654,2026-03-13,USR000025,Lead,LED002156,Email,Email - Opened,Completed,Opened,5,Manual
TSK003694,2025-11-03,USR000004,Lead,LED004111,Internal Note,Internal Note - Pending,Completed,Pending,45,Manual
TSK011104,2025-10-08,USR000015,Lead,LED000544,Demo,Demo - Completed,Completed,Completed,10,Outreach
TSK001785,2026-06-01,USR000017,Opportunity,OPP000193,Meeting,Meeting - Rescheduled,Completed,Rescheduled,10,Salesforce
TSK004119,2025-12-21,USR000003,Contact,CON000348,Demo,Demo - Connected,Completed,Connected,5,Outreach
TSK013032,2025-04-06,USR000004,Lead,LED003712,Email,Email - Opened,Completed,Opened,10,Gong
