task_id,activity_date,owner_id,related_object_type,related_object_id,task_type,subject,status,outcome,duration_minutes,logged_in_system
TSK006095,2025-10-02,USR000015,Contact,CON000383,Email,Email - Opened,Open,Opened,15,Gong
TSK006096,2025-09-22,USR000010,Opportunity,OPP000553,Email,Email - Sent,Completed,Sent,15,Gong
TSK006097,2026-06-25,USR000019,Contact,CON001709,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,20,HubSpot
TSK006098,2025-11-29,USR000020,Lead,LED002734,Call,Call - Completed,Completed,Completed,10,Manual
TSK006099,2025-12-24,USR000018,Opportunity,OPP000347,Demo,Demo - No Show,Completed,No Show,60,Gong
TSK006100,2025-12-05,USR000017,Lead,LED000547,Follow-up,Follow-up - Pending,Completed,Pending,5,Salesforce
TSK006101,2025-04-14,USR000009,Lead,LED000443,Internal Note,Internal Note - Replied,Completed,Replied,15,Manual
TSK006102,2025-07-08,USR000008,Opportunity,OPP001231,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,5,Gong
TSK006103,2025-05-30,USR000017,Lead,LED000755,Follow-up,Follow-up - Completed,Completed,Completed,30,Salesforce
TSK006104,2025-07-07,USR000007,Contact,CON002549,Email,Email - Replied,Completed,Replied,45,Salesforce
TSK006105,2025-12-12,USR000011,Opportunity,OPP000413,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Salesforce
TSK006106,2026-03-02,USR000021,Contact,CON002906,Internal Note,Internal Note - Pending,Open,Pending,15,Manual
TSK006107,2026-02-21,USR000007,Lead,LED001497,Call,Call - Left Voicemail,Completed,Left Voicemail,5,Gong
TSK006108,2025-01-22,USR000024,Lead,LED002448,Follow-up,Follow-up - Replied,Completed,Replied,15,Gong
TSK006109,2025-09-24,USR000017,Lead,LED000435,Call,Call - Completed,Completed,Completed,45,Gong
TSK006110,2026-05-06,USR000001,Lead,LED001755,Meeting,Meeting - Completed,Completed,Completed,30,HubSpot
TSK006111,2025-05-10,USR000006,Lead,LED000684,Email,Email - Sent,Completed,Sent,45,Outreach
TSK006112,2026-04-13,USR000015,Opportunity,OPP001030,Follow-up,Follow-up - Replied,Open,Replied,20,HubSpot
TSK006113,2025-01-18,USR000012,Contact,CON001285,Follow-up,Follow-up - No Response,Completed,No Response,15,Salesforce
TSK006114,2025-11-24,USR000002,Lead,LED002428,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,30,Outreach
TSK006115,2025-05-14,USR000006,Lead,LED002124,Email,Email - Opened,Completed,Opened,15,Outreach
TSK006116,2026-06-29,USR000024,Contact,CON001460,Call,Call - Connected,Open,Connected,20,HubSpot
TSK006117,2026-05-16,USR000012,Contact,CON000042,Call,Call - Connected,Completed,Connected,15,Salesforce
TSK006118,2026-02-14,USR000024,Lead,LED001444,Call,Call - Connected,Completed,Connected,45,Manual
TSK006119,2025-07-20,USR000006,Opportunity,OPP001197,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,30,Outreach
TSK006120,2025-03-12,USR000015,Lead,LED001408,Call,Call - Connected,Completed,Connected,20,Outreach
TSK006121,2026-05-11,USR000017,Lead,LED003308,Call,Call - Completed,Open,Completed,30,Manual
TSK006122,2025-02-27,USR000013,Lead,LED000582,Demo,Demo - Connected,Completed,Connected,5,HubSpot
TSK006123,2025-04-28,USR000020,Lead,LED001993,Call,Call - Connected,Completed,Connected,10,HubSpot
TSK006124,2025-09-03,USR000002,Lead,LED002166,Call,Call - Completed,Completed,Completed,15,Outreach
TSK006125,2025-02-19,USR000001,Lead,LED000315,Call,Call - Connected,Completed,Connected,15,Gong
TSK006126,2026-06-20,USR000006,Contact,CON000584,Email,Email - Opened,Completed,Opened,5,Salesforce
TSK006127,2025-07-18,USR000004,Lead,LED002385,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,5,HubSpot
TSK006128,2025-11-12,USR000005,Contact,CON000611,Internal Note,Internal Note - Pending,Completed,Pending,15,Gong
TSK006129,2026-06-04,USR000004,Contact,CON002065,Demo,Demo - Completed,Completed,Completed,20,Manual
TSK006130,2026-03-18,USR000009,Contact,CON002125,Email,Email - Replied,Completed,Replied,15,Salesforce
TSK006131,2026-05-18,USR000017,Lead,LED001204,Meeting,Meeting - No Show,Open,No Show,45,HubSpot
TSK006132,2025-01-30,USR000002,Contact,CON002013,Email,Email - Clicked,Completed,Clicked,5,Manual
TSK006133,2025-12-26,USR000017,Lead,LED001235,Internal Note,Internal Note - Replied,Completed,Replied,45,Manual
TSK006134,2026-01-01,USR000010,Lead,LED002531,Email,Email - Sent,Completed,Sent,60,Gong
TSK006135,2025-08-06,USR000028,Opportunity,OPP000478,Email,Email - Replied,Completed,Replied,60,HubSpot
TSK006136,2025-07-30,USR000024,Contact,CON000185,Call,Call - No Show,Completed,No Show,15,Gong
TSK006137,2025-02-04,USR000003,Lead,LED001349,Meeting,Meeting - Connected,Completed,Connected,30,HubSpot
TSK006138,2025-09-03,USR000003,Opportunity,OPP000371,Internal Note,Internal Note - No Response,Completed,No Response,10,Salesforce
TSK006139,2025-09-23,USR000011,Contact,CON003322,Call,Call - Left Voicemail,Open,Left Voicemail,30,Manual
TSK006140,2025-07-10,USR000023,Contact,CON001222,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,20,Outreach
TSK006141,2026-04-05,USR000027,Lead,LED003039,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,20,Outreach
TSK006142,2025-03-24,USR000003,Lead,LED002666,Meeting,Meeting - Connected,Open,Connected,10,HubSpot
TSK006143,2025-09-20,USR000020,Lead,LED000656,Call,Call - Connected,Open,Connected,15,Gong
TSK006144,2025-09-09,USR000007,Lead,LED000903,Email,Email - Sent,Completed,Sent,5,Gong
TSK006145,2025-05-09,USR000012,Lead,LED001072,Internal Note,Internal Note - Replied,Completed,Replied,45,HubSpot
TSK006146,2026-05-18,USR000003,Contact,CON002395,Follow-up,Follow-up - No Response,Completed,No Response,10,Salesforce
TSK006147,2026-06-21,USR000028,Contact,CON002721,Meeting,Meeting - Completed,Completed,Completed,30,Manual
TSK006148,2025-05-27,USR000026,Contact,CON002426,Call,Call - Connected,Completed,Connected,10,Salesforce
TSK006149,2025-02-12,USR000027,Contact,CON000567,Email,Email - Sent,Completed,Sent,15,Manual
TSK006150,2026-04-13,USR000023,Lead,LED000286,Follow-up,Follow-up - Replied,Completed,Replied,30,Gong
TSK006151,2025-05-18,USR000020,Opportunity,OPP000659,Follow-up,Follow-up - Pending,Open,Pending,30,Manual
TSK006152,2025-05-31,USR000025,Opportunity,OPP000632,Call,Call - Connected,Completed,Connected,30,Outreach
TSK006153,2025-02-25,USR000017,Lead,LED001082,Email,Email - Sent,Completed,Sent,30,Gong
TSK006154,2026-05-22,USR000006,Lead,LED000404,Demo,Demo - Completed,Completed,Completed,30,HubSpot
TSK006155,2025-02-25,USR000023,Lead,LED003736,Email,Email - Sent,Completed,Sent,20,HubSpot
TSK006156,2025-06-19,USR000003,Contact,CON000474,Email,Email - Sent,Completed,Sent,30,Gong
TSK006157,2025-05-17,USR000005,Lead,LED003616,Call,Call - Completed,Completed,Completed,10,Manual
TSK006158,2025-02-15,USR000012,Lead,LED003314,Demo,Demo - Connected,Completed,Connected,60,Outreach
TSK006159,2025-08-16,USR000021,Lead,LED003843,Email,Email - Opened,Completed,Opened,5,Outreach
TSK006160,2025-07-20,USR000012,Contact,CON002667,Email,Email - Bounced,Completed,Bounced,15,Salesforce
TSK006161,2025-03-19,USR000003,Lead,LED000529,Email,Email - Clicked,Completed,Clicked,5,Manual
TSK006162,2026-05-10,USR000018,Lead,LED001202,Call,Call - Rescheduled,Completed,Rescheduled,5,Salesforce
TSK006163,2026-02-27,USR000016,Lead,LED002473,Email,Email - Sent,Completed,Sent,15,HubSpot
TSK006164,2025-08-08,USR000005,Opportunity,OPP000592,Call,Call - No Show,Completed,No Show,30,HubSpot
TSK006165,2025-12-18,USR000016,Lead,LED001198,Email,Email - Bounced,Completed,Bounced,15,Salesforce
TSK006166,2026-02-21,USR000002,Contact,CON000046,Call,Call - Connected,Completed,Connected,10,Gong
TSK006167,2026-05-09,USR000015,Lead,LED001784,Meeting,Meeting - No Show,Completed,No Show,45,Salesforce
TSK006168,2025-01-08,USR000023,Contact,CON003530,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,20,Gong
TSK006169,2025-01-12,USR000005,Contact,CON000722,Email,Email - Replied,Completed,Replied,5,Manual
TSK006170,2026-05-26,USR000016,Opportunity,OPP000695,Email,Email - Opened,Completed,Opened,10,Manual
TSK006171,2025-09-15,USR000016,Contact,CON002196,Internal Note,Internal Note - No Response,Completed,No Response,15,Outreach
TSK006172,2025-12-16,USR000016,Lead,LED001297,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,30,Outreach
TSK006173,2026-01-27,USR000005,Opportunity,OPP001238,Call,Call - No Show,Completed,No Show,20,Gong
TSK006174,2025-05-01,USR000007,Lead,LED001398,Email,Email - Sent,Completed,Sent,30,Outreach
TSK006175,2025-04-26,USR000007,Lead,LED002756,Follow-up,Follow-up - Replied,Completed,Replied,45,Manual
TSK006176,2025-04-19,USR000027,Lead,LED003478,Email,Email - Sent,Open,Sent,20,Gong
TSK006177,2025-10-31,USR000021,Lead,LED001555,Email,Email - Replied,Completed,Replied,60,HubSpot
TSK006178,2025-05-02,USR000028,Contact,CON000485,Internal Note,Internal Note - Replied,Completed,Replied,45,Manual
TSK006179,2025-08-21,USR000019,Lead,LED002361,Internal Note,Internal Note - Replied,Completed,Replied,45,HubSpot
TSK006180,2025-08-14,USR000001,Lead,LED001987,Demo,Demo - Left Voicemail,Completed,Left Voicemail,10,Manual
TSK006181,2025-08-05,USR000005,Lead,LED000207,Call,Call - Connected,Open,Connected,15,Manual
TSK006182,2026-01-08,USR000010,Lead,LED002729,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,Gong
TSK006183,2026-03-09,USR000018,Lead,LED001883,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK006184,2025-07-21,USR000001,Opportunity,OPP000966,Email,Email - Replied,Completed,Replied,15,Gong
TSK006185,2026-06-02,USR000017,Opportunity,OPP001345,Email,Email - Bounced,Open,Bounced,30,Salesforce
TSK006186,2026-04-28,USR000001,Contact,CON002912,Email,Email - Sent,Completed,Sent,30,HubSpot
TSK006187,2025-10-07,USR000009,Opportunity,OPP001576,Follow-up,Follow-up - Completed,Completed,Completed,5,Outreach
TSK006188,2026-06-22,USR000003,Lead,LED003755,Email,Email - Opened,Completed,Opened,5,Gong
TSK006189,2025-06-15,USR000020,Contact,CON002374,Email,Email - Replied,Completed,Replied,10,Gong
TSK006190,2025-07-30,USR000005,Contact,CON002667,Call,Call - Completed,Completed,Completed,45,Outreach
TSK006191,2025-01-26,USR000023,Contact,CON002064,Call,Call - No Show,Completed,No Show,20,Manual
TSK006192,2026-03-31,USR000016,Contact,CON003582,Demo,Demo - Connected,Completed,Connected,20,Salesforce
TSK006193,2025-11-27,USR000001,Opportunity,OPP000049,Follow-up,Follow-up - No Response,Completed,No Response,60,HubSpot
TSK006194,2025-03-19,USR000010,Opportunity,OPP000762,Meeting,Meeting - Completed,Completed,Completed,10,Manual
TSK006195,2025-10-19,USR000018,Lead,LED000433,Follow-up,Follow-up - Replied,Open,Replied,45,HubSpot
TSK006196,2025-05-08,USR000008,Contact,CON002326,Call,Call - Connected,Completed,Connected,10,HubSpot
TSK006197,2026-05-24,USR000021,Lead,LED001942,Follow-up,Follow-up - Completed,Completed,Completed,15,Gong
TSK006198,2025-02-22,USR000024,Lead,LED002412,Internal Note,Internal Note - Replied,Completed,Replied,5,Gong
TSK006199,2025-11-08,USR000026,Contact,CON002990,Call,Call - Connected,Completed,Connected,30,HubSpot
TSK006200,2026-05-15,USR000017,Lead,LED001206,Meeting,Meeting - Connected,Completed,Connected,10,Gong
TSK006201,2025-01-10,USR000010,Contact,CON000858,Call,Call - Connected,Completed,Connected,30,HubSpot
TSK006202,2026-04-10,USR000012,Lead,LED002783,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,Outreach
TSK006203,2025-04-29,USR000024,Opportunity,OPP001572,Meeting,Meeting - Connected,Completed,Connected,10,Manual
TSK006204,2025-03-13,USR000016,Contact,CON002979,Call,Call - Completed,Completed,Completed,10,Manual
TSK006205,2025-08-22,USR000012,Contact,CON000740,Call,Call - No Show,Completed,No Show,20,HubSpot
TSK006206,2025-01-06,USR000015,Lead,LED001519,Email,Email - Sent,Completed,Sent,10,Manual
TSK006207,2025-09-02,USR000020,Contact,CON000104,Call,Call - Connected,Completed,Connected,10,Salesforce
TSK006208,2026-06-14,USR000002,Lead,LED003436,Meeting,Meeting - Completed,Completed,Completed,10,Manual
TSK006209,2026-01-24,USR000009,Opportunity,OPP000199,Email,Email - Opened,Completed,Opened,15,Salesforce
TSK006210,2026-02-21,USR000017,Contact,CON000216,Call,Call - Connected,Completed,Connected,20,Salesforce
TSK006211,2025-10-08,USR000026,Lead,LED004126,Call,Call - Completed,Open,Completed,15,HubSpot
TSK006212,2025-04-23,USR000010,Lead,LED003572,Call,Call - Connected,Completed,Connected,15,Gong
TSK006213,2026-03-25,USR000016,Opportunity,OPP000963,Call,Call - Connected,Completed,Connected,10,Salesforce
TSK006214,2025-01-20,USR000004,Contact,CON003163,Email,Email - Opened,Completed,Opened,30,Gong
TSK006215,2026-01-29,USR000008,Contact,CON001406,Meeting,Meeting - Connected,Completed,Connected,60,Manual
TSK006216,2025-02-21,USR000005,Opportunity,OPP001291,Call,Call - Rescheduled,Completed,Rescheduled,45,Outreach
TSK006217,2025-03-01,USR000026,Opportunity,OPP000974,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,Gong
TSK006218,2025-03-06,USR000015,Lead,LED001332,Email,Email - Bounced,Open,Bounced,15,Manual
TSK006219,2026-06-07,USR000011,Contact,CON001166,Email,Email - Opened,Completed,Opened,30,Outreach
TSK006220,2025-12-21,USR000023,Contact,CON003374,LinkedIn Touch,LinkedIn Touch - No Response,Open,No Response,5,Manual
TSK006221,2026-02-28,USR000028,Lead,LED001256,Meeting,Meeting - Connected,Completed,Connected,30,Salesforce
TSK006222,2025-01-02,USR000005,Lead,LED003402,Call,Call - Completed,Completed,Completed,45,Outreach
TSK006223,2025-11-25,USR000026,Contact,CON002801,LinkedIn Touch,LinkedIn Touch - No Response,Open,No Response,45,Outreach
TSK006224,2025-09-18,USR000015,Contact,CON000067,Email,Email - Opened,Completed,Opened,10,HubSpot
TSK006225,2025-10-04,USR000004,Opportunity,OPP001435,Call,Call - Left Voicemail,Open,Left Voicemail,20,Outreach
TSK006226,2025-11-14,USR000012,Lead,LED002237,Meeting,Meeting - Connected,Completed,Connected,20,Salesforce
TSK006227,2025-02-22,USR000013,Contact,CON001446,Follow-up,Follow-up - Completed,Completed,Completed,20,HubSpot
TSK006228,2025-11-24,USR000017,Lead,LED003058,Demo,Demo - Connected,Completed,Connected,15,Gong
TSK006229,2025-02-15,USR000024,Contact,CON003227,Follow-up,Follow-up - No Response,Completed,No Response,30,Manual
TSK006230,2025-01-12,USR000017,Contact,CON000664,Email,Email - Bounced,Open,Bounced,15,Manual
TSK006231,2025-07-22,USR000011,Contact,CON000588,Call,Call - Connected,Completed,Connected,15,Gong
TSK006232,2025-05-16,USR000020,Lead,LED000063,Follow-up,Follow-up - Replied,Completed,Replied,10,HubSpot
TSK006233,2026-01-06,USR000019,Lead,LED003334,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,5,HubSpot
TSK006234,2025-11-30,USR000018,Contact,CON000924,Email,Email - Sent,Completed,Sent,45,HubSpot
TSK006235,2025-04-24,USR000020,Contact,CON000756,Internal Note,Internal Note - Pending,Completed,Pending,15,Outreach
TSK006236,2025-11-16,USR000022,Lead,LED003900,Follow-up,Follow-up - No Response,Completed,No Response,30,Manual
TSK006237,2025-03-04,USR000010,Opportunity,OPP001162,Internal Note,Internal Note - Pending,Completed,Pending,10,Gong
TSK006238,2025-03-22,USR000014,Opportunity,OPP001490,Follow-up,Follow-up - Completed,Open,Completed,30,HubSpot
TSK006239,2026-04-02,USR000007,Contact,CON000270,Call,Call - Connected,Completed,Connected,5,Salesforce
TSK006240,2025-11-02,USR000025,Lead,LED001209,Meeting,Meeting - Completed,Completed,Completed,20,Manual
TSK006241,2026-05-04,USR000003,Contact,CON000598,Follow-up,Follow-up - No Response,Open,No Response,20,Outreach
TSK006242,2025-02-24,USR000005,Contact,CON001103,Call,Call - Rescheduled,Open,Rescheduled,10,Gong
TSK006243,2025-11-30,USR000003,Lead,LED002768,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,10,Salesforce
TSK006244,2025-01-16,USR000009,Opportunity,OPP000882,Call,Call - Left Voicemail,Open,Left Voicemail,15,Manual
TSK006245,2025-12-13,USR000026,Opportunity,OPP000001,Call,Call - Connected,Open,Connected,15,HubSpot
TSK006246,2026-04-08,USR000014,Contact,CON002719,Call,Call - Completed,Completed,Completed,30,HubSpot
TSK006247,2025-10-08,USR000022,Lead,LED001002,Follow-up,Follow-up - Pending,Completed,Pending,10,HubSpot
TSK006248,2025-02-20,USR000007,Contact,CON002064,Meeting,Meeting - Connected,Completed,Connected,60,HubSpot
TSK006249,2026-04-08,USR000026,Opportunity,OPP000032,Call,Call - Completed,Completed,Completed,45,HubSpot
TSK006250,2025-04-09,USR000022,Contact,CON000263,Demo,Demo - Completed,Completed,Completed,45,Salesforce
TSK006251,2025-02-15,USR000008,Lead,LED004107,Email,Email - Replied,Completed,Replied,20,Manual
TSK006252,2025-01-30,USR000026,Lead,LED000191,Email,Email - Sent,Completed,Sent,5,Gong
TSK006253,2025-03-24,USR000021,Contact,CON001713,Email,Email - Opened,Completed,Opened,15,Gong
TSK006254,2025-09-02,USR000027,Lead,LED000560,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,60,HubSpot
TSK006255,2026-06-09,USR000005,Opportunity,OPP001172,Call,Call - Connected,Completed,Connected,15,Gong
TSK006256,2026-04-18,USR000006,Lead,LED003870,Email,Email - Replied,Completed,Replied,15,Outreach
TSK006257,2026-05-23,USR000016,Lead,LED000809,Demo,Demo - Connected,Completed,Connected,30,HubSpot
TSK006258,2025-08-19,USR000022,Opportunity,OPP000255,Email,Email - Sent,Completed,Sent,5,Gong
TSK006259,2025-05-05,USR000015,Contact,CON001819,Email,Email - Opened,Completed,Opened,15,Manual
TSK006260,2025-01-07,USR000022,Lead,LED000296,Call,Call - Connected,Completed,Connected,45,Gong
TSK006261,2025-03-07,USR000006,Lead,LED003983,Meeting,Meeting - No Show,Completed,No Show,45,HubSpot
TSK006262,2026-05-17,USR000007,Contact,CON000218,Call,Call - Completed,Open,Completed,30,Outreach
TSK006263,2026-05-06,USR000016,Contact,CON002452,Email,Email - Opened,Completed,Opened,30,Gong
TSK006264,2025-04-22,USR000015,Opportunity,OPP001509,Follow-up,Follow-up - Replied,Completed,Replied,15,Gong
TSK006265,2026-06-20,USR000018,Lead,LED001094,Demo,Demo - Connected,Completed,Connected,15,Gong
TSK006266,2026-06-26,USR000022,Opportunity,OPP000711,Follow-up,Follow-up - Pending,Completed,Pending,5,Gong
TSK006267,2025-05-21,USR000021,Lead,LED002111,Call,Call - Connected,Completed,Connected,10,Outreach
TSK006268,2025-06-16,USR000012,Contact,CON002094,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,30,Salesforce
TSK006269,2025-10-09,USR000020,Contact,CON000638,Demo,Demo - Completed,Completed,Completed,10,Gong
TSK006270,2026-06-18,USR000015,Lead,LED002768,Call,Call - Completed,Completed,Completed,15,Gong
TSK006271,2025-01-05,USR000011,Contact,CON000787,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,5,Outreach
TSK006272,2025-03-06,USR000005,Opportunity,OPP000711,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,20,HubSpot
TSK006273,2025-07-27,USR000022,Lead,LED001925,Email,Email - Sent,Completed,Sent,60,HubSpot
TSK006274,2025-07-01,USR000011,Contact,CON001216,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK006275,2026-05-29,USR000012,Contact,CON001037,Follow-up,Follow-up - Pending,Completed,Pending,10,Outreach
TSK006276,2026-02-04,USR000019,Contact,CON000929,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,30,Manual
TSK006277,2025-08-12,USR000019,Lead,LED002965,Call,Call - No Show,Completed,No Show,10,Manual
TSK006278,2025-04-28,USR000023,Opportunity,OPP001117,Call,Call - No Show,Open,No Show,15,HubSpot
TSK006279,2026-01-11,USR000019,Opportunity,OPP000779,Call,Call - Left Voicemail,Open,Left Voicemail,5,Gong
TSK006280,2026-04-02,USR000014,Lead,LED003312,Meeting,Meeting - Connected,Completed,Connected,30,Manual
TSK006281,2026-03-07,USR000015,Opportunity,OPP001050,Email,Email - Sent,Completed,Sent,30,Salesforce
TSK006282,2026-03-26,USR000013,Lead,LED001037,Call,Call - No Show,Completed,No Show,20,HubSpot
TSK006283,2025-08-31,USR000017,Contact,CON003127,Email,Email - Sent,Completed,Sent,10,Outreach
TSK006284,2026-01-24,USR000024,Lead,LED001463,Call,Call - Connected,Completed,Connected,10,Gong
TSK006285,2025-02-22,USR000028,Contact,CON001724,Call,Call - Connected,Completed,Connected,60,HubSpot
TSK006286,2025-12-23,USR000011,Lead,LED001141,Follow-up,Follow-up - No Response,Open,No Response,60,Outreach
TSK006287,2026-01-04,USR000009,Contact,CON000517,Email,Email - Opened,Completed,Opened,45,Gong
TSK006288,2025-11-22,USR000021,Contact,CON000740,Follow-up,Follow-up - Completed,Completed,Completed,20,Outreach
TSK006289,2025-08-22,USR000027,Opportunity,OPP001512,Follow-up,Follow-up - No Response,Completed,No Response,45,Manual
TSK006290,2025-01-28,USR000001,Lead,LED001646,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,20,Outreach
TSK006291,2025-10-08,USR000010,Contact,CON003126,Call,Call - Connected,Completed,Connected,15,Gong
TSK006292,2026-01-06,USR000022,Lead,LED000907,Email,Email - Replied,Completed,Replied,15,Outreach
TSK006293,2025-06-30,USR000008,Contact,CON000399,Meeting,Meeting - Completed,Open,Completed,15,Outreach
TSK006294,2025-11-25,USR000019,Lead,LED000813,Demo,Demo - Left Voicemail,Completed,Left Voicemail,5,Salesforce
TSK006295,2025-07-27,USR000011,Contact,CON001497,Email,Email - Bounced,Completed,Bounced,45,Manual
TSK006296,2025-06-05,USR000021,Opportunity,OPP001604,Email,Email - Sent,Completed,Sent,10,Salesforce
TSK006297,2026-04-20,USR000014,Lead,LED000709,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK006298,2026-04-06,USR000009,Contact,CON003001,Call,Call - Connected,Completed,Connected,5,HubSpot
TSK006299,2025-07-09,USR000012,Contact,CON001299,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,5,Salesforce
TSK006300,2026-05-26,USR000023,Opportunity,OPP001069,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,10,HubSpot
TSK006301,2025-10-12,USR000019,Contact,CON001952,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,30,Salesforce
TSK006302,2025-11-13,USR000010,Lead,LED002152,Follow-up,Follow-up - Completed,Completed,Completed,45,Gong
TSK006303,2025-08-23,USR000016,Lead,LED000530,Email,Email - Opened,Completed,Opened,45,Outreach
TSK006304,2026-06-09,USR000003,Lead,LED000822,Call,Call - Left Voicemail,Completed,Left Voicemail,15,HubSpot
TSK006305,2026-05-15,USR000026,Lead,LED000937,Demo,Demo - Connected,Completed,Connected,5,Salesforce
TSK006306,2026-06-06,USR000026,Opportunity,OPP000482,Call,Call - Connected,Completed,Connected,5,Salesforce
TSK006307,2025-05-03,USR000003,Contact,CON000314,Call,Call - Rescheduled,Completed,Rescheduled,5,Salesforce
TSK006308,2025-10-21,USR000014,Lead,LED003241,Email,Email - Bounced,Completed,Bounced,10,Gong
TSK006309,2025-09-23,USR000003,Contact,CON003254,Internal Note,Internal Note - Completed,Completed,Completed,60,HubSpot
TSK006310,2026-06-16,USR000002,Lead,LED003381,Internal Note,Internal Note - Pending,Completed,Pending,10,Outreach
TSK006311,2026-01-15,USR000008,Lead,LED002514,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,Manual
TSK006312,2025-04-20,USR000008,Contact,CON003237,Follow-up,Follow-up - No Response,Completed,No Response,45,HubSpot
TSK006313,2026-05-03,USR000012,Lead,LED002230,Email,Email - Sent,Completed,Sent,5,HubSpot
TSK006314,2026-02-13,USR000024,Contact,CON000104,Email,Email - Sent,Completed,Sent,20,Manual
TSK006315,2025-02-04,USR000008,Contact,CON003322,Email,Email - Sent,Open,Sent,20,Manual
TSK006316,2025-06-27,USR000021,Contact,CON000288,Call,Call - Connected,Completed,Connected,15,Salesforce
TSK006317,2025-03-02,USR000013,Contact,CON001813,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,Manual
TSK006318,2025-04-09,USR000028,Contact,CON000209,Email,Email - Clicked,Completed,Clicked,10,HubSpot
TSK006319,2026-05-04,USR000022,Contact,CON000244,Email,Email - Opened,Completed,Opened,10,Salesforce
TSK006320,2026-04-27,USR000014,Lead,LED003151,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,HubSpot
TSK006321,2025-11-07,USR000028,Opportunity,OPP000233,Email,Email - Clicked,Completed,Clicked,15,Manual
TSK006322,2026-05-24,USR000002,Lead,LED000126,Demo,Demo - Completed,Completed,Completed,30,Outreach
TSK006323,2026-06-02,USR000004,Lead,LED001202,Email,Email - Replied,Completed,Replied,45,Outreach
TSK006324,2025-05-10,USR000025,Opportunity,OPP001093,Email,Email - Opened,Open,Opened,30,Outreach
TSK006325,2025-01-31,USR000008,Contact,CON000341,Email,Email - Sent,Completed,Sent,5,Gong
TSK006326,2025-10-22,USR000005,Lead,LED002857,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,10,Outreach
TSK006327,2025-03-04,USR000014,Lead,LED003173,Follow-up,Follow-up - Replied,Open,Replied,30,Salesforce
TSK006328,2026-05-15,USR000022,Contact,CON001924,Email,Email - Opened,Completed,Opened,20,Salesforce
TSK006329,2026-03-27,USR000013,Contact,CON001405,Meeting,Meeting - Connected,Completed,Connected,10,HubSpot
TSK006330,2026-02-19,USR000004,Lead,LED001885,Email,Email - Clicked,Completed,Clicked,30,Manual
TSK006331,2026-05-30,USR000011,Opportunity,OPP001297,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,30,Manual
TSK006332,2026-01-12,USR000003,Lead,LED002316,Email,Email - Opened,Completed,Opened,20,HubSpot
TSK006333,2025-09-17,USR000011,Contact,CON002420,Follow-up,Follow-up - Replied,Open,Replied,5,HubSpot
TSK006334,2025-09-26,USR000007,Lead,LED003190,Call,Call - No Show,Completed,No Show,60,Gong
TSK006335,2025-12-12,USR000013,Lead,LED001301,Follow-up,Follow-up - No Response,Completed,No Response,10,Salesforce
TSK006336,2025-07-10,USR000012,Lead,LED002642,Email,Email - Opened,Completed,Opened,45,Outreach
TSK006337,2025-07-12,USR000003,Lead,LED001912,Email,Email - Opened,Completed,Opened,15,Gong
TSK006338,2025-04-27,USR000009,Opportunity,OPP001433,Demo,Demo - No Show,Completed,No Show,20,Manual
TSK006339,2025-09-14,USR000007,Opportunity,OPP000021,Call,Call - Left Voicemail,Completed,Left Voicemail,45,HubSpot
TSK006340,2026-06-08,USR000012,Opportunity,OPP000614,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,20,Manual
TSK006341,2025-01-21,USR000016,Opportunity,OPP001222,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,20,Salesforce
TSK006342,2026-02-05,USR000015,Contact,CON002687,Email,Email - Sent,Completed,Sent,5,Salesforce
