campaign_member_id,campaign_id,lead_id,contact_id,member_type,status,first_responded_date
CM002151,CMP000018,LED001576,,Lead,Attended,2025-08-09
CM002152,CMP000033,LED001639,,Lead,Opened,
CM002153,CMP000001,LED001284,,Lead,Opened,
CM002154,CMP000008,LED003984,,Lead,Sent,
CM002155,CMP000016,LED003282,,Lead,Clicked,2026-01-10
CM002156,CMP000031,LED003901,,Lead,Opened,
CM002157,CMP000004,LED001104,,Lead,Sent,
CM002158,CMP000020,LED001937,,Lead,Converted,2026-04-14
CM002159,CMP000032,LED003173,,Lead,Converted,2025-11-30
CM002160,CMP000030,LED001518,,Lead,Clicked,2026-07-12
CM002161,CMP000016,LED003450,,Lead,Opened,
CM002162,CMP000006,LED003066,,Lead,Sent,
CM002163,CMP000031,LED001353,,Lead,Clicked,2025-12-14
CM002164,CMP000008,LED001353,,Lead,Sent,
CM002165,CMP000009,LED001831,,Lead,Sent,
CM002166,CMP000004,LED003579,,Lead,Opened,
CM002167,CMP000020,LED003579,,Lead,Sent,
CM002168,CMP000005,LED003660,,Lead,Opened,
CM002169,CMP000021,LED000983,,Lead,Opened,
CM002170,CMP000024,LED000457,,Lead,Converted,2025-09-18
CM002171,CMP000023,LED003384,,Lead,Clicked,2025-10-11
CM002172,CMP000026,LED003201,,Lead,Attended,2026-02-19
CM002173,CMP000015,LED003189,,Lead,Sent,
CM002174,CMP000004,LED003054,,Lead,Sent,
CM002175,CMP000014,LED000382,,Lead,Clicked,2025-02-14
CM002176,CMP000002,LED000382,,Lead,Opened,
CM002177,CMP000010,LED004019,,Lead,Clicked,2025-12-10
CM002178,CMP000025,LED002120,,Lead,Clicked,2025-08-15
CM002179,CMP000035,LED002641,,Lead,Opened,
CM002180,CMP000028,LED001491,,Lead,Sent,
CM002181,CMP000024,LED003209,,Lead,Sent,
CM002182,CMP000008,LED001011,,Lead,Converted,2025-10-10
CM002183,CMP000008,LED001881,,Lead,Sent,
CM002184,CMP000031,LED004197,,Lead,Opened,
CM002185,CMP000026,LED000663,,Lead,Sent,
CM002186,CMP000027,LED003126,,Lead,Attended,2026-05-31
CM002187,CMP000013,LED002867,,Lead,Sent,
CM002188,CMP000027,LED002867,,Lead,Sent,
CM002189,CMP000016,LED003913,,Lead,Attended,2026-02-15
CM002190,CMP000008,LED002074,,Lead,Sent,
CM002191,CMP000035,LED003230,,Lead,Sent,
CM002192,CMP000026,LED003230,,Lead,Sent,
CM002193,CMP000036,LED003836,,Lead,Opened,
CM002194,CMP000036,LED003983,,Lead,Sent,
CM002195,CMP000029,LED002388,,Lead,Clicked,2026-07-18
CM002196,CMP000014,LED002388,,Lead,Clicked,2025-01-20
CM002197,CMP000006,LED002895,,Lead,Opened,
CM002198,CMP000001,LED002765,,Lead,Converted,2025-11-25
CM002199,CMP000021,LED002765,,Lead,Clicked,2025-09-14
CM002200,CMP000009,LED000846,,Lead,Opened,
CM002201,CMP000001,LED000543,,Lead,Opened,
CM002202,CMP000010,LED001742,,Lead,Opened,
CM002203,CMP000018,LED000092,,Lead,Attended,2025-06-16
CM002204,CMP000009,LED002597,,Lead,Clicked,2026-03-08
CM002205,CMP000019,LED002750,,Lead,Opened,
CM002206,CMP000010,LED001851,,Lead,Clicked,2025-11-17
CM002207,CMP000005,LED001197,,Lead,Sent,
CM002208,CMP000002,LED001197,,Lead,Opened,
CM002209,CMP000029,LED001922,,Lead,Sent,
CM002210,CMP000019,LED001103,,Lead,Sent,
CM002211,CMP000027,LED003219,,Lead,Sent,
CM002212,CMP000012,LED003129,,Lead,Clicked,2025-11-29
CM002213,CMP000013,LED003129,,Lead,Opened,
CM002214,CMP000020,LED004189,,Lead,Attended,2026-03-02
CM002215,CMP000028,LED004189,,Lead,Converted,2026-07-03
CM002216,CMP000026,LED002091,,Lead,Sent,
CM002217,CMP000035,LED002326,,Lead,Clicked,2025-07-10
CM002218,CMP000010,LED002684,,Lead,Opened,
CM002219,CMP000017,LED002684,,Lead,Sent,
CM002220,CMP000021,LED003442,,Lead,Opened,
CM002221,CMP000012,LED003503,,Lead,Sent,
CM002222,CMP000019,LED001049,,Lead,Sent,
CM002223,CMP000028,LED003055,,Lead,Clicked,2026-07-15
CM002224,CMP000027,LED001963,,Lead,Sent,
CM002225,CMP000008,LED000899,,Lead,Opened,
CM002226,CMP000002,LED000899,,Lead,Opened,
CM002227,CMP000009,LED001460,,Lead,Opened,
CM002228,CMP000006,LED003906,,Lead,Sent,
CM002229,CMP000014,LED000238,,Lead,Clicked,2025-02-12
CM002230,CMP000034,LED001757,,Lead,Sent,
CM002231,CMP000032,LED003410,,Lead,Sent,
CM002232,CMP000032,LED001134,,Lead,Sent,
CM002233,CMP000026,LED001134,,Lead,Sent,
CM002234,CMP000002,LED003587,,Lead,Converted,2025-03-11
CM002235,CMP000016,LED002941,,Lead,Clicked,2026-03-25
CM002236,CMP000021,LED000164,,Lead,Attended,2025-10-06
CM002237,CMP000014,LED002478,,Lead,Sent,
CM002238,CMP000020,LED003939,,Lead,Sent,
CM002239,CMP000004,LED000253,,Lead,Opened,
CM002240,CMP000012,LED002375,,Lead,Sent,
CM002241,CMP000013,LED002528,,Lead,Clicked,2025-11-23
CM002242,CMP000005,LED003221,,Lead,Sent,
CM002243,CMP000036,LED002154,,Lead,Sent,
CM002244,CMP000006,LED002865,,Lead,Opened,
CM002245,CMP000015,LED000931,,Lead,Clicked,2025-08-14
CM002246,CMP000012,LED002781,,Lead,Attended,2025-10-23
CM002247,CMP000031,LED002245,,Lead,Clicked,2025-12-07
CM002248,CMP000031,LED003286,,Lead,Attended,2025-12-17
CM002249,CMP000031,LED001699,,Lead,Sent,
CM002250,CMP000027,LED003967,,Lead,Sent,
CM002251,CMP000008,LED002567,,Lead,Sent,
CM002252,CMP000034,LED003027,,Lead,Sent,
CM002253,CMP000030,LED004071,,Lead,Clicked,2026-04-28
CM002254,CMP000010,LED002407,,Lead,Sent,
CM002255,CMP000036,LED002406,,Lead,Sent,
CM002256,CMP000029,LED002406,,Lead,Opened,
CM002257,CMP000020,LED002406,,Lead,Opened,
CM002258,CMP000021,LED001091,,Lead,Sent,
CM002259,CMP000006,LED004043,,Lead,Clicked,2026-03-28
CM002260,CMP000006,LED001486,,Lead,Sent,
CM002261,CMP000013,LED003725,,Lead,Opened,
CM002262,CMP000021,LED003725,,Lead,Sent,
CM002263,CMP000036,LED002150,,Lead,Opened,
CM002264,CMP000035,LED001182,,Lead,Sent,
CM002265,CMP000019,LED001182,,Lead,Clicked,2026-03-09
CM002266,CMP000004,LED001453,,Lead,Attended,2026-04-12
CM002267,CMP000016,LED000594,,Lead,Attended,2026-03-07
CM002268,CMP000009,LED000678,,Lead,Clicked,2026-03-07
CM002269,CMP000017,LED000042,,Lead,Opened,
CM002270,CMP000033,LED000042,,Lead,Sent,
CM002271,CMP000036,LED003236,,Lead,Sent,
CM002272,CMP000015,LED002584,,Lead,Attended,2025-09-23
CM002273,CMP000035,LED002078,,Lead,Opened,
CM002274,CMP000031,LED003524,,Lead,Sent,
CM002275,CMP000033,LED000244,,Lead,Clicked,2025-11-08
CM002276,CMP000029,LED000244,,Lead,Converted,2026-07-15
CM002277,CMP000032,LED001125,,Lead,Opened,
CM002278,CMP000026,LED001125,,Lead,Sent,
CM002279,CMP000013,LED001340,,Lead,Clicked,2025-10-12
CM002280,CMP000006,LED003469,,Lead,Clicked,2026-03-07
CM002281,CMP000012,LED003469,,Lead,Opened,
CM002282,CMP000024,LED003826,,Lead,Clicked,2025-09-27
CM002283,CMP000004,LED002563,,Lead,Opened,
CM002284,CMP000009,LED001443,,Lead,Clicked,2026-01-12
CM002285,CMP000025,LED000262,,Lead,Converted,2025-07-20
CM002286,CMP000021,LED002520,,Lead,Sent,
CM002287,CMP000001,LED002520,,Lead,Clicked,2025-11-28
CM002288,CMP000032,LED002520,,Lead,Opened,
CM002289,CMP000034,LED003224,,Lead,Clicked,2025-08-05
CM002290,CMP000030,LED002426,,Lead,Opened,
CM002291,CMP000029,LED001690,,Lead,Sent,
CM002292,CMP000009,LED001690,,Lead,Converted,2026-03-12
CM002293,CMP000024,LED003275,,Lead,Sent,
CM002294,CMP000036,LED001726,,Lead,Clicked,2026-01-05
CM002295,CMP000036,LED001726,,Lead,Opened,
CM002296,CMP000030,LED002869,,Lead,Converted,2026-04-27
CM002297,CMP000002,LED000835,,Lead,Clicked,2025-03-14
CM002298,CMP000012,LED004092,,Lead,Clicked,2025-12-19
CM002299,CMP000003,LED003391,,Lead,Opened,
CM002300,CMP000006,LED004098,,Lead,Clicked,2026-04-15
CM002301,CMP000008,LED001877,,Lead,Attended,2025-08-21
CM002302,CMP000017,LED000341,,Lead,Sent,
CM002303,CMP000030,LED000341,,Lead,Sent,
CM002304,CMP000002,LED000361,,Lead,Opened,
CM002305,CMP000002,LED000361,,Lead,Clicked,2025-03-16
CM002306,CMP000023,LED001602,,Lead,Converted,2025-10-15
CM002307,CMP000018,LED000749,,Lead,Clicked,2025-07-29
CM002308,CMP000019,LED000749,,Lead,Sent,
CM002309,CMP000021,LED000114,,Lead,Opened,
CM002310,CMP000028,LED003807,,Lead,Sent,
CM002311,CMP000003,LED000481,,Lead,Clicked,2026-06-07
CM002312,CMP000032,LED002115,,Lead,Attended,2025-12-06
CM002313,CMP000008,LED003035,,Lead,Opened,
CM002314,CMP000026,LED003035,,Lead,Sent,
CM002315,CMP000012,LED002399,,Lead,Sent,
CM002316,CMP000003,LED002756,,Lead,Sent,
CM002317,CMP000029,LED003062,,Lead,Converted,2026-08-02
CM002318,CMP000016,LED002921,,Lead,Sent,
CM002319,CMP000019,LED000784,,Lead,Sent,
CM002320,CMP000013,LED003707,,Lead,Clicked,2025-10-16
CM002321,CMP000021,LED002156,,Lead,Clicked,2025-08-22
CM002322,CMP000004,LED002818,,Lead,Sent,
CM002323,CMP000013,LED001767,,Lead,Clicked,2025-11-16
CM002324,CMP000018,LED004028,,Lead,Opened,
CM002325,CMP000033,LED003577,,Lead,Sent,
CM002326,CMP000006,LED002692,,Lead,Sent,
CM002327,CMP000028,LED002017,,Lead,Opened,
CM002328,CMP000009,LED003849,,Lead,Sent,
CM002329,CMP000031,LED003849,,Lead,Sent,
CM002330,CMP000015,LED003849,,Lead,Opened,
CM002331,CMP000011,LED003039,,Lead,Clicked,2026-04-12
CM002332,CMP000011,LED003039,,Lead,Clicked,2026-03-10
CM002333,CMP000019,LED003900,,Lead,Clicked,2026-02-08
CM002334,CMP000028,LED003043,,Lead,Opened,
CM002335,CMP000030,LED003043,,Lead,Opened,
CM002336,CMP000027,LED003815,,Lead,Converted,2026-08-03
CM002337,CMP000030,LED001272,,Lead,Sent,
CM002338,CMP000012,LED003495,,Lead,Sent,
CM002339,CMP000032,LED002187,,Lead,Clicked,2025-11-12
CM002340,CMP000035,LED001128,,Lead,Attended,2025-07-17
CM002341,CMP000007,LED000627,,Lead,Sent,
CM002342,CMP000005,LED000348,,Lead,Sent,
CM002343,CMP000012,LED001303,,Lead,Sent,
CM002344,CMP000006,LED003680,,Lead,Sent,
CM002345,CMP000033,LED001566,,Lead,Clicked,2025-12-17
CM002346,CMP000024,LED003684,,Lead,Opened,
CM002347,CMP000010,LED003684,,Lead,Attended,2025-12-20
CM002348,CMP000028,LED002270,,Lead,Opened,
CM002349,CMP000030,LED000980,,Lead,Sent,
CM002350,CMP000011,LED003946,,Lead,Clicked,2026-03-18
CM002351,CMP000021,LED003946,,Lead,Converted,2025-08-16
CM002352,CMP000026,LED001424,,Lead,Sent,
CM002353,CMP000006,LED003723,,Lead,Converted,2026-05-27
CM002354,CMP000027,LED003694,,Lead,Clicked,2026-06-29
CM002355,CMP000023,LED000912,,Lead,Opened,
CM002356,CMP000003,LED002695,,Lead,Opened,
CM002357,CMP000021,LED000633,,Lead,Sent,
CM002358,CMP000036,LED002043,,Lead,Clicked,2025-12-16
CM002359,CMP000027,LED000446,,Lead,Sent,
CM002360,CMP000027,LED000618,,Lead,Sent,
CM002361,CMP000010,LED002275,,Lead,Sent,
CM002362,CMP000008,LED004087,,Lead,Sent,
CM002363,CMP000019,LED002347,,Lead,Attended,2025-12-27
CM002364,CMP000022,LED002347,,Lead,Clicked,2026-07-04
CM002365,CMP000020,LED001327,,Lead,Clicked,2026-04-09
CM002366,CMP000014,LED001327,,Lead,Clicked,2025-04-02
CM002367,CMP000026,LED000287,,Lead,Sent,
CM002368,CMP000019,LED000287,,Lead,Sent,
CM002369,CMP000013,LED000287,,Lead,Sent,
CM002370,CMP000025,LED002628,,Lead,Clicked,2025-06-28
CM002371,CMP000018,LED003670,,Lead,Opened,
CM002372,CMP000003,LED004007,,Lead,Opened,
CM002373,CMP000032,LED001466,,Lead,Clicked,2025-12-22
CM002374,CMP000032,LED001886,,Lead,Sent,
CM002375,CMP000006,LED001886,,Lead,Converted,2026-05-19
CM002376,CMP000003,LED002175,,Lead,Converted,2026-03-18
CM002377,CMP000014,LED002285,,Lead,Sent,
CM002378,CMP000016,LED002285,,Lead,Opened,
CM002379,CMP000019,LED000116,,Lead,Clicked,2026-02-04
CM002380,CMP000026,LED003564,,Lead,Sent,
CM002381,CMP000007,LED001495,,Lead,Sent,
CM002382,CMP000009,LED000354,,Lead,Opened,
CM002383,CMP000027,LED001938,,Lead,Sent,
CM002384,CMP000030,LED001233,,Lead,Sent,
CM002385,CMP000003,LED000614,,Lead,Attended,2026-03-30
CM002386,CMP000007,LED000614,,Lead,Sent,
CM002387,CMP000009,LED002741,,Lead,Opened,
CM002388,CMP000012,LED002011,,Lead,Opened,
CM002389,CMP000024,LED002011,,Lead,Opened,
CM002390,CMP000001,LED003803,,Lead,Opened,
CM002391,CMP000033,LED004010,,Lead,Sent,
CM002392,CMP000024,LED001862,,Lead,Clicked,2025-09-12
CM002393,CMP000011,LED003401,,Lead,Opened,
CM002394,CMP000023,LED003401,,Lead,Opened,
CM002395,CMP000023,LED004058,,Lead,Attended,2025-10-23
CM002396,CMP000011,LED000058,,Lead,Sent,
CM002397,CMP000026,LED000058,,Lead,Sent,
CM002398,CMP000025,LED002859,,Lead,Opened,
CM002399,CMP000032,LED002859,,Lead,Sent,
CM002400,CMP000034,LED001836,,Lead,Sent,
CM002401,CMP000018,LED002346,,Lead,Clicked,2025-06-25
CM002402,CMP000023,LED003696,,Lead,Sent,
CM002403,CMP000035,LED003696,,Lead,Sent,
CM002404,CMP000010,LED004150,,Lead,Sent,
CM002405,CMP000005,LED004150,,Lead,Opened,
CM002406,CMP000012,LED001736,,Lead,Clicked,2025-12-07
CM002407,CMP000001,LED001254,,Lead,Sent,
CM002408,CMP000002,LED003607,,Lead,Converted,2025-04-09
CM002409,CMP000006,LED002703,,Lead,Converted,2026-03-18
CM002410,CMP000011,LED002526,,Lead,Sent,
CM002411,CMP000017,LED003664,,Lead,Sent,
CM002412,CMP000021,LED002298,,Lead,Opened,
CM002413,CMP000013,LED002457,,Lead,Opened,
CM002414,CMP000003,LED003257,,Lead,Opened,
CM002415,CMP000017,LED003257,,Lead,Opened,
CM002416,CMP000016,LED001666,,Lead,Opened,
CM002417,CMP000009,LED002918,,Lead,Opened,
CM002418,CMP000027,LED000561,,Lead,Opened,
CM002419,CMP000033,LED000561,,Lead,Opened,
CM002420,CMP000018,LED003959,,Lead,Opened,
CM002421,CMP000017,LED000708,,Lead,Sent,
CM002422,CMP000017,LED001927,,Lead,Opened,
CM002423,CMP000036,LED001927,,Lead,Clicked,2025-12-12
CM002424,CMP000022,LED000425,,Lead,Sent,
CM002425,CMP000034,LED001094,,Lead,Opened,
CM002426,CMP000024,LED001094,,Lead,Clicked,2025-10-29
CM002427,CMP000011,LED001377,,Lead,Sent,
CM002428,CMP000027,LED000648,,Lead,Opened,
CM002429,CMP000019,LED000648,,Lead,Attended,2026-01-20
CM002430,CMP000015,LED000073,,Lead,Opened,
CM002431,CMP000036,LED002139,,Lead,Clicked,2025-11-05
CM002432,CMP000023,LED002139,,Lead,Sent,
CM002433,CMP000011,LED002243,,Lead,Clicked,2026-03-30
CM002434,CMP000020,LED001765,,Lead,Opened,
CM002435,CMP000032,LED001765,,Lead,Clicked,2025-12-25
CM002436,CMP000024,LED000744,,Lead,Sent,
CM002437,CMP000026,LED003272,,Lead,Opened,
CM002438,CMP000035,LED001006,,Lead,Sent,
CM002439,CMP000030,LED000621,,Lead,Opened,
CM002440,CMP000029,LED001930,,Lead,Sent,
CM002441,CMP000022,LED001930,,Lead,Opened,
CM002442,CMP000021,LED000288,,Lead,Opened,
CM002443,CMP000017,LED000554,,Lead,Clicked,2025-04-03
CM002444,CMP000035,LED001126,,Lead,Opened,
CM002445,CMP000001,LED001242,,Lead,Attended,2025-12-30
CM002446,CMP000022,LED003666,,Lead,Attended,2026-06-30
CM002447,CMP000013,LED001555,,Lead,Opened,
CM002448,CMP000023,LED001555,,Lead,Sent,
CM002449,CMP000002,LED003834,,Lead,Clicked,2025-04-17
CM002450,CMP000005,LED003834,,Lead,Attended,2025-03-09
CM002451,CMP000001,LED002443,,Lead,Opened,
CM002452,CMP000008,LED002754,,Lead,Opened,
CM002453,CMP000004,LED002754,,Lead,Opened,
CM002454,CMP000012,LED000999,,Lead,Attended,2025-11-08
CM002455,CMP000002,LED002277,,Lead,Attended,2025-03-26
CM002456,CMP000027,LED002534,,Lead,Converted,2026-07-14
CM002457,CMP000013,LED002534,,Lead,Opened,
CM002458,CMP000024,LED003717,,Lead,Opened,
CM002459,CMP000026,LED002219,,Lead,Clicked,2026-03-06
CM002460,CMP000001,LED002219,,Lead,Sent,
CM002461,CMP000015,LED001398,,Lead,Sent,
CM002462,CMP000001,LED001578,,Lead,Sent,
CM002463,CMP000033,LED001578,,Lead,Sent,
CM002464,CMP000024,LED002806,,Lead,Attended,2025-08-23
CM002465,CMP000003,LED003114,,Lead,Converted,2026-05-12
CM002466,CMP000029,LED003114,,Lead,Clicked,2026-08-05
CM002467,CMP000015,LED001621,,Lead,Clicked,2025-10-16
CM002468,CMP000014,LED003948,,Lead,Attended,2025-02-28
CM002469,CMP000005,LED001827,,Lead,Sent,
CM002470,CMP000024,LED003905,,Lead,Sent,
CM002471,CMP000006,LED003905,,Lead,Clicked,2026-05-18
CM002472,CMP000021,LED004191,,Lead,Sent,
CM002473,CMP000004,LED002513,,Lead,Sent,
CM002474,CMP000009,LED003508,,Lead,Sent,
CM002475,CMP000021,LED000441,,Lead,Sent,
CM002476,CMP000025,LED000509,,Lead,Clicked,2025-08-30
CM002477,CMP000017,LED000509,,Lead,Sent,
CM002478,CMP000033,LED001101,,Lead,Sent,
CM002479,CMP000013,LED000590,,Lead,Clicked,2025-10-26
CM002480,CMP000028,LED002485,,Lead,Opened,
CM002481,CMP000002,LED000650,,Lead,Sent,
CM002482,CMP000035,LED001547,,Lead,Sent,
CM002483,CMP000019,LED003933,,Lead,Sent,
CM002484,CMP000010,LED004157,,Lead,Attended,2025-11-25
CM002485,CMP000013,LED002515,,Lead,Opened,
CM002486,CMP000013,LED002515,,Lead,Clicked,2025-12-03
CM002487,CMP000016,LED000419,,Lead,Opened,
CM002488,CMP000031,LED004099,,Lead,Converted,2025-11-25
CM002489,CMP000035,LED004176,,Lead,Sent,
CM002490,CMP000008,LED001456,,Lead,Converted,2025-08-30
CM002491,CMP000022,LED003756,,Lead,Converted,2026-07-19
CM002492,CMP000007,LED003756,,Lead,Clicked,2026-01-22
CM002493,CMP000014,LED000661,,Lead,Sent,
CM002494,CMP000035,LED000631,,Lead,Sent,
CM002495,CMP000032,LED000631,,Lead,Opened,
CM002496,CMP000015,LED000673,,Lead,Clicked,2025-08-19
CM002497,CMP000020,LED001250,,Lead,Clicked,2026-05-16
CM002498,CMP000004,LED002523,,Lead,Clicked,2026-04-25
CM002499,CMP000032,LED000483,,Lead,Clicked,2026-01-06
CM002500,CMP000025,LED000483,,Lead,Sent,
CM002501,CMP000030,LED001585,,Lead,Opened,
CM002502,CMP000032,LED002412,,Lead,Sent,
CM002503,CMP000028,LED002412,,Lead,Opened,
CM002504,CMP000002,LED003690,,Lead,Sent,
CM002505,CMP000009,LED002313,,Lead,Attended,2026-01-27
CM002506,CMP000018,LED001463,,Lead,Clicked,2025-06-29
CM002507,CMP000004,LED002990,,Lead,Attended,2026-04-15
CM002508,CMP000020,LED003427,,Lead,Opened,
CM002509,CMP000029,LED002779,,Lead,Sent,
CM002510,CMP000005,LED004096,,Lead,Opened,
CM002511,CMP000003,LED000857,,Lead,Sent,
CM002512,CMP000026,LED000857,,Lead,Opened,
CM002513,CMP000014,LED001226,,Lead,Attended,2025-03-05
CM002514,CMP000020,LED001191,,Lead,Sent,
CM002515,CMP000016,LED001191,,Lead,Opened,
CM002516,CMP000005,LED003780,,Lead,Sent,
CM002517,CMP000033,LED003553,,Lead,Opened,
CM002518,CMP000018,LED000531,,Lead,Opened,
CM002519,CMP000007,LED000531,,Lead,Opened,
CM002520,CMP000016,LED003368,,Lead,Opened,
CM002521,CMP000033,LED000050,,Lead,Attended,2025-10-20
CM002522,CMP000004,LED000050,,Lead,Converted,2026-04-15
CM002523,CMP000026,LED003208,,Lead,Clicked,2026-02-12
CM002524,CMP000027,LED002824,,Lead,Sent,
CM002525,CMP000013,LED000859,,Lead,Sent,
CM002526,CMP000029,LED003689,,Lead,Opened,
CM002527,CMP000030,LED001073,,Lead,Sent,
CM002528,CMP000006,LED000720,,Lead,Sent,
CM002529,CMP000009,LED000152,,Lead,Opened,
CM002530,CMP000024,LED002343,,Lead,Sent,
CM002531,CMP000008,LED003222,,Lead,Sent,
CM002532,CMP000019,LED001661,,Lead,Sent,
CM002533,CMP000007,LED001657,,Lead,Attended,2026-03-28
CM002534,CMP000030,LED002355,,Lead,Sent,
CM002535,CMP000034,LED002504,,Lead,Clicked,2025-07-28
CM002536,CMP000002,LED004042,,Lead,Sent,
CM002537,CMP000023,LED004178,,Lead,Converted,2025-10-09
CM002538,CMP000029,LED002349,,Lead,Attended,2026-05-21
CM002539,CMP000029,LED003195,,Lead,Sent,
CM002540,CMP000024,LED002911,,Lead,Sent,
CM002541,CMP000004,LED003463,,Lead,Opened,
CM002542,CMP000004,LED003183,,Lead,Opened,
CM002543,CMP000018,LED004049,,Lead,Opened,
CM002544,CMP000013,LED002953,,Lead,Attended,2025-12-03
CM002545,CMP000030,LED001942,,Lead,Attended,2026-07-21
CM002546,CMP000030,LED002299,,Lead,Opened,
CM002547,CMP000030,LED002299,,Lead,Opened,
CM002548,CMP000011,LED002058,,Lead,Converted,2026-04-18
CM002549,CMP000032,LED002058,,Lead,Sent,
CM002550,CMP000011,LED002928,,Lead,Clicked,2026-04-10
CM002551,CMP000003,LED003067,,Lead,Attended,2026-03-11
CM002552,CMP000026,LED001386,,Lead,Clicked,2026-02-12
CM002553,CMP000010,LED003626,,Lead,Sent,
CM002554,CMP000025,LED001400,,Lead,Converted,2025-07-01
CM002555,CMP000022,LED001196,,Lead,Converted,2026-06-10
CM002556,CMP000012,LED004066,,Lead,Sent,
CM002557,CMP000026,LED002894,,Lead,Sent,
CM002558,CMP000009,LED001799,,Lead,Sent,
CM002559,CMP000023,LED001910,,Lead,Opened,
CM002560,CMP000032,LED001476,,Lead,Sent,
CM002561,CMP000023,LED002949,,Lead,Sent,
CM002562,CMP000001,LED003783,,Lead,Clicked,2025-11-16
CM002563,CMP000019,LED002516,,Lead,Clicked,2025-12-31
CM002564,CMP000022,LED002516,,Lead,Converted,2026-07-24
CM002565,CMP000026,LED000298,,Lead,Sent,
CM002566,CMP000021,LED000298,,Lead,Sent,
CM002567,CMP000022,LED003113,,Lead,Attended,2026-08-01
CM002568,CMP000024,LED001962,,Lead,Opened,
CM002569,CMP000031,LED001265,,Lead,Sent,
CM002570,CMP000027,LED001265,,Lead,Sent,
CM002571,CMP000020,LED002252,,Lead,Sent,
CM002572,CMP000029,LED002252,,Lead,Attended,2026-07-21
CM002573,CMP000015,LED000959,,Lead,Opened,
CM002574,CMP000028,LED001607,,Lead,Clicked,2026-05-31
CM002575,CMP000015,LED002239,,Lead,Sent,
CM002576,CMP000004,LED000909,,Lead,Clicked,2026-03-20
CM002577,CMP000008,LED000909,,Lead,Clicked,2025-09-18
CM002578,CMP000012,LED002670,,Lead,Attended,2025-12-14
CM002579,CMP000015,LED002670,,Lead,Sent,
CM002580,CMP000011,LED001610,,Lead,Sent,
CM002581,CMP000029,LED002606,,Lead,Opened,
CM002582,CMP000008,LED002606,,Lead,Opened,
CM002583,CMP000034,LED001375,,Lead,Sent,
CM002584,CMP000006,LED001287,,Lead,Opened,
CM002585,CMP000017,LED001483,,Lead,Opened,
CM002586,CMP000036,LED000350,,Lead,Sent,
CM002587,CMP000030,LED001369,,Lead,Clicked,2026-05-13
CM002588,CMP000002,LED002304,,Lead,Converted,2025-03-08
CM002589,CMP000008,LED000644,,Lead,Opened,
CM002590,CMP000008,LED000644,,Lead,Sent,
CM002591,CMP000014,LED004116,,Lead,Sent,
CM002592,CMP000009,LED003212,,Lead,Attended,2026-02-27
CM002593,CMP000031,LED002209,,Lead,Opened,
CM002594,CMP000008,LED001682,,Lead,Clicked,2025-08-25
CM002595,CMP000030,LED000670,,Lead,Sent,
CM002596,CMP000003,LED000670,,Lead,Opened,
CM002597,CMP000023,LED003916,,Lead,Attended,2025-11-20
CM002598,CMP000017,LED003916,,Lead,Sent,
CM002599,CMP000036,LED002300,,Lead,Converted,2026-01-03
CM002600,CMP000028,LED003530,,Lead,Opened,
CM002601,CMP000003,LED001672,,Lead,Opened,
CM002602,CMP000026,LED000291,,Lead,Opened,
CM002603,CMP000004,LED001180,,Lead,Clicked,2026-05-16
CM002604,CMP000026,LED002973,,Lead,Converted,2026-02-03
CM002605,CMP000024,LED003405,,Lead,Clicked,2025-10-02
CM002606,CMP000023,LED004109,,Lead,Sent,
CM002607,CMP000010,LED001917,,Lead,Sent,
CM002608,CMP000031,LED001358,,Lead,Attended,2025-11-25
CM002609,CMP000002,LED001358,,Lead,Sent,
CM002610,CMP000026,LED001826,,Lead,Opened,
CM002611,CMP000004,LED000787,,Lead,Clicked,2026-04-04
CM002612,CMP000001,LED003878,,Lead,Clicked,2025-11-07
CM002613,CMP000033,LED000141,,Lead,Converted,2025-11-16
CM002614,CMP000022,LED000141,,Lead,Attended,2026-07-13
CM002615,CMP000003,LED000789,,Lead,Attended,2026-05-04
CM002616,CMP000002,LED000324,,Lead,Opened,
CM002617,CMP000002,LED003688,,Lead,Sent,
CM002618,CMP000030,LED000715,,Lead,Opened,
CM002619,CMP000019,LED000715,,Lead,Clicked,2025-12-29
CM002620,CMP000030,LED003479,,Lead,Sent,
CM002621,CMP000015,LED003479,,Lead,Clicked,2025-10-14
CM002622,CMP000033,LED003479,,Lead,Sent,
CM002623,CMP000007,LED003982,,Lead,Sent,
CM002624,CMP000024,LED003372,,Lead,Opened,
CM002625,CMP000007,LED003640,,Lead,Opened,
CM002626,CMP000011,LED002133,,Lead,Sent,
CM002627,CMP000011,LED000407,,Lead,Converted,2026-04-27
CM002628,CMP000036,LED003491,,Lead,Opened,
CM002629,CMP000005,LED003491,,Lead,Opened,
CM002630,CMP000034,LED001005,,Lead,Sent,
CM002631,CMP000035,LED001005,,Lead,Sent,
CM002632,CMP000024,LED000891,,Lead,Sent,
CM002633,CMP000011,LED002438,,Lead,Sent,
CM002634,CMP000011,LED002438,,Lead,Clicked,2026-05-14
CM002635,CMP000027,LED003281,,Lead,Opened,
CM002636,CMP000014,LED003246,,Lead,Sent,
CM002637,CMP000033,LED002925,,Lead,Opened,
CM002638,CMP000014,LED000304,,Lead,Opened,
CM002639,CMP000009,LED003520,,Lead,Clicked,2026-03-03
CM002640,CMP000024,LED002657,,Lead,Attended,2025-08-08
CM002641,CMP000030,LED000665,,Lead,Sent,
CM002642,CMP000007,LED001178,,Lead,Sent,
