sync_error_id,created_date,source_system,target_system,object_type,object_id,error_type,severity,status,days_to_resolve
SYN000529,2025-12-09,HubSpot,Salesforce,Lead,LED001532,Duplicate Email,Medium,Resolved,10.0
SYN000530,2026-06-18,HubSpot,Salesforce,Lead,LED001506,Duplicate Email,High,Resolved,21.0
SYN000531,2025-08-19,HubSpot,Salesforce,Lead,LED002019,Duplicate Email,Low,Resolved,7.0
SYN000532,2025-09-16,HubSpot,Salesforce,Lead,LED003645,Duplicate Email,Medium,Open,
SYN000533,2025-04-18,HubSpot,Salesforce,Lead,LED003753,Duplicate Email,Medium,Resolved,5.0
SYN000534,2025-10-27,HubSpot,Salesforce,Lead,LED002884,Duplicate Email,High,Resolved,30.0
SYN000535,2025-07-02,HubSpot,Salesforce,Lead,LED000537,Duplicate Email,Medium,Resolved,2.0
SYN000536,2025-05-24,HubSpot,Salesforce,Lead,LED002109,Duplicate Email,High,Resolved,14.0
SYN000537,2026-05-31,HubSpot,Salesforce,Lead,LED001246,Duplicate Email,High,Resolved,2.0
SYN000538,2025-02-28,HubSpot,Salesforce,Lead,LED003128,Duplicate Email,Medium,Open,
SYN000539,2025-09-15,HubSpot,Salesforce,Lead,LED000883,Duplicate Email,Medium,Resolved,7.0
SYN000540,2025-12-14,HubSpot,Salesforce,Lead,LED000793,Duplicate Email,Low,Open,
SYN000541,2026-05-29,HubSpot,Salesforce,Lead,LED002933,Duplicate Email,Medium,Open,
SYN000542,2026-02-16,HubSpot,Salesforce,Lead,LED001223,Duplicate Email,Medium,Open,
SYN000543,2025-10-04,HubSpot,Salesforce,Lead,LED002074,Duplicate Email,High,Open,
SYN000544,2025-03-31,HubSpot,Salesforce,Lead,LED002836,Duplicate Email,Low,Open,
SYN000545,2025-11-05,HubSpot,Salesforce,Lead,LED002097,Duplicate Email,Medium,Open,
SYN000546,2025-03-21,HubSpot,Salesforce,Lead,LED000610,Duplicate Email,Low,Open,
SYN000547,2025-07-05,HubSpot,Salesforce,Lead,LED002704,Duplicate Email,High,Resolved,2.0
SYN000548,2025-07-21,HubSpot,Salesforce,Lead,LED001992,Duplicate Email,High,Resolved,1.0
SYN000549,2026-04-02,HubSpot,Salesforce,Lead,LED000132,Duplicate Email,Low,Resolved,3.0
SYN000550,2026-01-24,HubSpot,Salesforce,Lead,LED001014,Duplicate Email,Low,Resolved,1.0
SYN000551,2026-02-01,HubSpot,Salesforce,Lead,LED000940,Duplicate Email,High,Open,
SYN000552,2025-12-18,HubSpot,Salesforce,Lead,LED003775,Duplicate Email,High,Open,
SYN000553,2026-03-25,HubSpot,Salesforce,Lead,LED001824,Duplicate Email,Low,Resolved,2.0
SYN000554,2026-02-25,HubSpot,Salesforce,Lead,LED000386,Duplicate Email,High,Resolved,3.0
SYN000555,2026-06-25,HubSpot,Salesforce,Lead,LED001131,Duplicate Email,Low,Resolved,3.0
SYN000556,2025-05-02,HubSpot,Salesforce,Lead,LED003807,Duplicate Email,Low,Resolved,3.0
SYN000557,2025-11-21,HubSpot,Salesforce,Lead,LED004188,Duplicate Email,High,Resolved,5.0
SYN000558,2026-06-04,HubSpot,Salesforce,Lead,LED001381,Duplicate Email,Medium,Resolved,5.0
SYN000559,2025-07-23,HubSpot,Salesforce,Lead,LED003297,Duplicate Email,High,Resolved,5.0
SYN000560,2026-04-13,HubSpot,Salesforce,Lead,LED002278,Duplicate Email,Medium,Open,
SYN000561,2026-06-26,HubSpot,Salesforce,Lead,LED000882,Duplicate Email,Low,Resolved,10.0
SYN000562,2025-03-23,HubSpot,Salesforce,Lead,LED000458,Duplicate Email,Low,Resolved,3.0
SYN000563,2025-12-09,HubSpot,Salesforce,Lead,LED000031,Duplicate Email,High,Open,
SYN000564,2026-04-16,HubSpot,Salesforce,Lead,LED001379,Duplicate Email,Low,Open,
SYN000565,2025-05-14,HubSpot,Salesforce,Lead,LED002493,Duplicate Email,High,Resolved,10.0
SYN000566,2025-05-20,HubSpot,Salesforce,Lead,LED000767,Duplicate Email,High,Resolved,21.0
SYN000567,2026-01-07,HubSpot,Salesforce,Lead,LED001846,Duplicate Email,Medium,Open,
SYN000568,2025-04-04,HubSpot,Salesforce,Lead,LED003198,Duplicate Email,High,Resolved,14.0
SYN000569,2025-06-25,HubSpot,Salesforce,Lead,LED000605,Duplicate Email,High,Open,
SYN000570,2025-01-18,HubSpot,Salesforce,Lead,LED000674,Duplicate Email,Medium,Resolved,7.0
SYN000571,2026-03-05,HubSpot,Salesforce,Lead,LED000024,Duplicate Email,Low,Open,
SYN000572,2025-11-12,HubSpot,Salesforce,Lead,LED002660,Duplicate Email,Low,Open,
SYN000573,2026-01-10,HubSpot,Salesforce,Lead,LED001718,Duplicate Email,Medium,Open,
SYN000574,2025-06-03,HubSpot,Salesforce,Lead,LED003319,Duplicate Email,Low,Open,
SYN000575,2025-03-30,HubSpot,Salesforce,Lead,LED001724,Duplicate Email,Low,Resolved,7.0
SYN000576,2025-08-19,HubSpot,Salesforce,Lead,LED002323,Duplicate Email,Low,Open,
SYN000577,2026-05-23,HubSpot,Salesforce,Lead,LED000043,Duplicate Email,Low,Open,
SYN000578,2025-06-29,HubSpot,Salesforce,Lead,LED003966,Duplicate Email,Medium,Resolved,5.0
SYN000579,2026-04-13,HubSpot,Salesforce,Lead,LED001771,Duplicate Email,Medium,Resolved,2.0
SYN000580,2025-03-15,HubSpot,Salesforce,Lead,LED002747,Duplicate Email,Low,Resolved,5.0
SYN000581,2025-05-20,HubSpot,Salesforce,Lead,LED001738,Duplicate Email,Low,Resolved,2.0
SYN000582,2026-04-11,HubSpot,Salesforce,Lead,LED001400,Duplicate Email,High,Open,
SYN000583,2025-08-31,HubSpot,Salesforce,Lead,LED000795,Duplicate Email,High,Resolved,3.0
SYN000584,2025-11-15,HubSpot,Salesforce,Lead,LED002043,Duplicate Email,Low,Resolved,1.0
SYN000585,2025-11-18,HubSpot,Salesforce,Lead,LED001984,Duplicate Email,Medium,Resolved,10.0
SYN000586,2026-06-14,HubSpot,Salesforce,Lead,LED000788,Duplicate Email,Low,Open,
SYN000587,2025-07-20,HubSpot,Salesforce,Lead,LED002398,Duplicate Email,Medium,Resolved,5.0
SYN000588,2025-08-26,HubSpot,Salesforce,Lead,LED003276,Duplicate Email,Low,Resolved,7.0
SYN000589,2026-02-19,HubSpot,Salesforce,Lead,LED002749,Duplicate Email,High,Resolved,21.0
SYN000590,2025-11-06,HubSpot,Salesforce,Lead,LED002465,Duplicate Email,Medium,Resolved,2.0
SYN000591,2025-11-27,HubSpot,Salesforce,Lead,LED000823,Duplicate Email,High,Resolved,7.0
SYN000592,2025-01-27,HubSpot,Salesforce,Lead,LED000212,Duplicate Email,Low,Resolved,21.0
SYN000593,2025-12-19,HubSpot,Salesforce,Lead,LED000842,Duplicate Email,Medium,Resolved,3.0
SYN000594,2025-12-31,HubSpot,Salesforce,Lead,LED001620,Duplicate Email,High,Resolved,7.0
SYN000595,2025-02-27,HubSpot,Salesforce,Lead,LED000292,Duplicate Email,Medium,Resolved,5.0
SYN000596,2025-01-10,HubSpot,Salesforce,Lead,LED001311,Duplicate Email,Medium,Open,
SYN000597,2025-02-08,HubSpot,Salesforce,Lead,LED001123,Duplicate Email,High,Ignored,
SYN000598,2025-12-28,HubSpot,Salesforce,Lead,LED002369,Duplicate Email,Low,Open,
SYN000599,2025-05-03,HubSpot,Salesforce,Lead,LED001782,Duplicate Email,Low,Open,
SYN000600,2025-03-20,HubSpot,Salesforce,Lead,LED002542,Duplicate Email,High,Resolved,3.0
SYN000601,2025-04-17,HubSpot,Salesforce,Lead,LED001522,Duplicate Email,Medium,Resolved,5.0
SYN000602,2025-08-14,HubSpot,Salesforce,Lead,LED000018,Duplicate Email,Medium,Ignored,
SYN000603,2025-04-14,HubSpot,Salesforce,Lead,LED002735,Duplicate Email,High,Resolved,30.0
SYN000604,2025-02-18,HubSpot,Salesforce,Lead,LED001629,Duplicate Email,Low,Resolved,5.0
SYN000605,2025-03-04,HubSpot,Salesforce,Lead,LED001664,Duplicate Email,Low,Open,
SYN000606,2026-04-18,HubSpot,Salesforce,Lead,LED002114,Duplicate Email,Medium,Open,
SYN000607,2025-09-15,HubSpot,Salesforce,Lead,LED001565,Duplicate Email,Low,Open,
SYN000608,2026-04-02,HubSpot,Salesforce,Lead,LED003797,Duplicate Email,Medium,Open,
SYN000609,2026-01-31,HubSpot,Salesforce,Lead,LED003560,Duplicate Email,High,Open,
SYN000610,2026-01-17,HubSpot,Salesforce,Lead,LED000403,Duplicate Email,Medium,Resolved,3.0
SYN000611,2026-04-11,HubSpot,Salesforce,Lead,LED001070,Duplicate Email,Low,Resolved,7.0
SYN000612,2025-12-13,HubSpot,Salesforce,Lead,LED000801,Duplicate Email,High,Resolved,2.0
SYN000613,2025-11-29,HubSpot,Salesforce,Lead,LED001369,Duplicate Email,Medium,Open,
SYN000614,2025-03-16,HubSpot,Salesforce,Lead,LED000284,Duplicate Email,Low,Resolved,2.0
SYN000615,2025-10-08,HubSpot,Salesforce,Lead,LED000784,Duplicate Email,Low,Open,
SYN000616,2026-06-15,HubSpot,Salesforce,Lead,LED000406,Duplicate Email,High,Resolved,7.0
SYN000617,2025-05-13,HubSpot,Salesforce,Lead,LED000412,Duplicate Email,Medium,Resolved,1.0
SYN000618,2026-02-18,HubSpot,Salesforce,Lead,LED000980,Duplicate Email,Medium,Resolved,14.0
SYN000619,2026-04-26,HubSpot,Salesforce,Lead,LED001804,Duplicate Email,Medium,Open,
SYN000620,2025-11-20,HubSpot,Salesforce,Lead,LED002366,Duplicate Email,Low,Open,
SYN000621,2026-04-22,HubSpot,Salesforce,Lead,LED000803,Duplicate Email,High,Resolved,3.0
SYN000622,2025-03-27,HubSpot,Salesforce,Lead,LED001317,Duplicate Email,High,Open,
SYN000623,2026-05-09,HubSpot,Salesforce,Lead,LED003767,Duplicate Email,High,Open,
SYN000624,2025-06-15,HubSpot,Salesforce,Lead,LED002076,Duplicate Email,High,Open,
SYN000625,2025-08-29,HubSpot,Salesforce,Lead,LED002089,Duplicate Email,Low,Resolved,10.0
SYN000626,2026-02-17,HubSpot,Salesforce,Lead,LED003081,Duplicate Email,Low,Resolved,5.0
SYN000627,2025-05-03,HubSpot,Salesforce,Lead,LED001600,Duplicate Email,Low,Resolved,10.0
SYN000628,2025-09-10,HubSpot,Salesforce,Lead,LED000556,Duplicate Email,Medium,Resolved,3.0
SYN000629,2025-12-21,HubSpot,Salesforce,Lead,LED000942,Duplicate Email,High,Resolved,10.0
SYN000630,2026-05-15,HubSpot,Salesforce,Lead,LED003154,Duplicate Email,Low,Resolved,7.0
SYN000631,2025-10-26,Salesforce,HubSpot,Lead,LED002007,Lifecycle Stage Conflict,Medium,Open,
SYN000632,2025-01-23,Salesforce,HubSpot,Lead,LED003149,Lifecycle Stage Conflict,Critical,Open,
SYN000633,2026-06-22,HubSpot,Salesforce,Lead,LED003907,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000634,2025-03-22,Salesforce,HubSpot,Lead,LED003766,Lifecycle Stage Conflict,Medium,Resolved,2.0
SYN000635,2026-02-14,Salesforce,HubSpot,Lead,LED002615,Lifecycle Stage Conflict,Medium,Open,
SYN000636,2025-11-05,Salesforce,HubSpot,Lead,LED002503,Lifecycle Stage Conflict,Medium,Resolved,1.0
SYN000637,2026-01-09,Salesforce,HubSpot,Lead,LED002326,Lifecycle Stage Conflict,High,Ignored,
SYN000638,2025-10-14,HubSpot,Salesforce,Lead,LED002916,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000639,2025-12-17,HubSpot,Salesforce,Lead,LED003911,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000640,2025-05-19,Salesforce,HubSpot,Lead,LED002414,Lifecycle Stage Conflict,High,Resolved,7.0
SYN000641,2025-02-20,Salesforce,HubSpot,Lead,LED001061,Lifecycle Stage Conflict,Medium,Open,
SYN000642,2025-02-17,Salesforce,HubSpot,Lead,LED000047,Lifecycle Stage Conflict,Critical,Resolved,21.0
SYN000643,2025-02-02,HubSpot,Salesforce,Lead,LED002787,Lifecycle Stage Conflict,High,Resolved,3.0
SYN000644,2026-04-19,HubSpot,Salesforce,Lead,LED000289,Lifecycle Stage Conflict,Critical,Open,
SYN000645,2025-12-15,HubSpot,Salesforce,Lead,LED002243,Lifecycle Stage Conflict,Critical,Resolved,10.0
SYN000646,2026-04-13,HubSpot,Salesforce,Lead,LED003826,Lifecycle Stage Conflict,High,Open,
SYN000647,2026-06-15,HubSpot,Salesforce,Lead,LED003848,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000648,2025-01-01,HubSpot,Salesforce,Lead,LED000109,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000649,2025-06-25,HubSpot,Salesforce,Lead,LED001787,Lifecycle Stage Conflict,Medium,Resolved,2.0
SYN000650,2026-02-06,HubSpot,Salesforce,Lead,LED004019,Lifecycle Stage Conflict,Critical,Ignored,
SYN000651,2025-05-12,Salesforce,HubSpot,Lead,LED002470,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000652,2025-10-20,HubSpot,Salesforce,Lead,LED000138,Lifecycle Stage Conflict,High,Open,
SYN000653,2025-07-21,Salesforce,HubSpot,Lead,LED001992,Lifecycle Stage Conflict,Critical,Ignored,
SYN000654,2025-09-24,Salesforce,HubSpot,Lead,LED002629,Lifecycle Stage Conflict,Medium,Ignored,
SYN000655,2026-02-08,HubSpot,Salesforce,Lead,LED001731,Lifecycle Stage Conflict,Medium,Open,
SYN000656,2026-05-01,Salesforce,HubSpot,Lead,LED000651,Lifecycle Stage Conflict,High,Open,
SYN000657,2025-12-17,HubSpot,Salesforce,Lead,LED003356,Lifecycle Stage Conflict,High,Resolved,21.0
SYN000658,2026-04-04,Salesforce,HubSpot,Lead,LED002907,Lifecycle Stage Conflict,Medium,Resolved,5.0
SYN000659,2026-01-12,Salesforce,HubSpot,Lead,LED003918,Lifecycle Stage Conflict,Medium,Resolved,7.0
SYN000660,2025-03-16,HubSpot,Salesforce,Lead,LED001085,Lifecycle Stage Conflict,Critical,Resolved,1.0
SYN000661,2026-05-17,Salesforce,HubSpot,Lead,LED000319,Lifecycle Stage Conflict,Medium,Open,
SYN000662,2025-06-29,HubSpot,Salesforce,Lead,LED000393,Lifecycle Stage Conflict,Medium,Open,
SYN000663,2026-03-31,Salesforce,HubSpot,Lead,LED000809,Lifecycle Stage Conflict,Critical,Open,
SYN000664,2025-10-16,HubSpot,Salesforce,Lead,LED001001,Lifecycle Stage Conflict,Medium,Open,
SYN000665,2025-09-29,Salesforce,HubSpot,Lead,LED001009,Lifecycle Stage Conflict,Medium,Ignored,
SYN000666,2026-03-25,Salesforce,HubSpot,Lead,LED002796,Lifecycle Stage Conflict,Medium,Resolved,1.0
SYN000667,2025-10-24,HubSpot,Salesforce,Lead,LED003895,Lifecycle Stage Conflict,Critical,Open,
SYN000668,2026-06-06,Salesforce,HubSpot,Lead,LED004107,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000669,2025-10-10,Salesforce,HubSpot,Lead,LED001107,Lifecycle Stage Conflict,High,Open,
SYN000670,2025-05-29,Salesforce,HubSpot,Lead,LED002562,Lifecycle Stage Conflict,Medium,Open,
SYN000671,2025-02-20,HubSpot,Salesforce,Lead,LED000448,Lifecycle Stage Conflict,Medium,Resolved,5.0
SYN000672,2025-09-02,Salesforce,HubSpot,Lead,LED001979,Lifecycle Stage Conflict,Critical,Resolved,5.0
SYN000673,2026-06-10,HubSpot,Salesforce,Lead,LED003812,Lifecycle Stage Conflict,Medium,Resolved,2.0
SYN000674,2025-11-06,HubSpot,Salesforce,Lead,LED002193,Lifecycle Stage Conflict,Critical,Open,
SYN000675,2025-12-23,HubSpot,Salesforce,Lead,LED003045,Lifecycle Stage Conflict,Medium,Ignored,
SYN000676,2026-04-05,HubSpot,Salesforce,Lead,LED003084,Lifecycle Stage Conflict,Critical,Resolved,1.0
SYN000677,2026-02-02,Salesforce,HubSpot,Lead,LED000096,Lifecycle Stage Conflict,High,Ignored,
SYN000678,2025-10-06,HubSpot,Salesforce,Lead,LED002941,Lifecycle Stage Conflict,Medium,Open,
SYN000679,2026-01-18,HubSpot,Salesforce,Lead,LED003720,Lifecycle Stage Conflict,Critical,Open,
SYN000680,2025-02-18,HubSpot,Salesforce,Lead,LED003897,Lifecycle Stage Conflict,Medium,Open,
SYN000681,2025-09-20,Salesforce,HubSpot,Lead,LED002584,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000682,2025-03-11,Salesforce,HubSpot,Lead,LED003657,Lifecycle Stage Conflict,Medium,Open,
SYN000683,2025-05-10,Salesforce,HubSpot,Lead,LED002399,Lifecycle Stage Conflict,Critical,Resolved,1.0
SYN000684,2025-01-28,HubSpot,Salesforce,Lead,LED004176,Lifecycle Stage Conflict,Medium,Resolved,1.0
SYN000685,2026-02-12,HubSpot,Salesforce,Lead,LED001775,Lifecycle Stage Conflict,Medium,Resolved,2.0
SYN000686,2026-01-19,Salesforce,HubSpot,Lead,LED003615,Lifecycle Stage Conflict,High,Open,
SYN000687,2026-03-10,Salesforce,HubSpot,Lead,LED000666,Lifecycle Stage Conflict,Medium,Resolved,30.0
SYN000688,2026-01-29,HubSpot,Salesforce,Lead,LED004173,Lifecycle Stage Conflict,Medium,Open,
SYN000689,2025-11-04,Salesforce,HubSpot,Lead,LED000464,Lifecycle Stage Conflict,High,Open,
SYN000690,2025-02-15,HubSpot,Salesforce,Lead,LED001324,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000691,2026-06-02,HubSpot,Salesforce,Lead,LED001516,Lifecycle Stage Conflict,Critical,Resolved,1.0
SYN000692,2025-05-03,Salesforce,HubSpot,Lead,LED002205,Lifecycle Stage Conflict,Medium,Open,
SYN000693,2025-08-30,HubSpot,Salesforce,Lead,LED003002,Lifecycle Stage Conflict,Medium,Open,
SYN000694,2025-04-29,HubSpot,Salesforce,Lead,LED002088,Lifecycle Stage Conflict,High,Open,
SYN000695,2025-02-10,HubSpot,Salesforce,Lead,LED002886,Lifecycle Stage Conflict,High,Resolved,7.0
SYN000696,2025-05-08,HubSpot,Salesforce,Lead,LED002489,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000697,2026-02-13,HubSpot,Salesforce,Lead,LED003625,Lifecycle Stage Conflict,High,Resolved,30.0
SYN000698,2026-06-24,HubSpot,Salesforce,Lead,LED002410,Lifecycle Stage Conflict,Critical,Open,
SYN000699,2026-06-09,HubSpot,Salesforce,Lead,LED001980,Lifecycle Stage Conflict,Medium,Open,
SYN000700,2025-01-07,Salesforce,HubSpot,Lead,LED001892,Lifecycle Stage Conflict,High,Open,
SYN000701,2025-09-08,Salesforce,HubSpot,Lead,LED003619,Lifecycle Stage Conflict,Critical,Resolved,7.0
SYN000702,2025-01-30,HubSpot,Salesforce,Lead,LED000549,Lifecycle Stage Conflict,High,Open,
SYN000703,2025-04-03,HubSpot,Salesforce,Lead,LED003886,Lifecycle Stage Conflict,Medium,Resolved,1.0
SYN000704,2026-04-29,Salesforce,HubSpot,Lead,LED003976,Lifecycle Stage Conflict,Critical,Resolved,7.0
SYN000705,2025-01-17,HubSpot,Salesforce,Lead,LED001690,Lifecycle Stage Conflict,Critical,Open,
SYN000706,2025-01-19,Salesforce,HubSpot,Lead,LED003704,Lifecycle Stage Conflict,Medium,Resolved,5.0
SYN000707,2026-06-07,Salesforce,HubSpot,Lead,LED002244,Lifecycle Stage Conflict,Critical,Ignored,
SYN000708,2025-12-11,HubSpot,Salesforce,Lead,LED001208,Lifecycle Stage Conflict,Critical,Resolved,21.0
SYN000709,2026-02-26,Salesforce,HubSpot,Lead,LED000304,Lifecycle Stage Conflict,High,Resolved,5.0
SYN000710,2026-06-08,HubSpot,Salesforce,Lead,LED003745,Lifecycle Stage Conflict,High,Open,
SYN000711,2025-09-27,HubSpot,Salesforce,Lead,LED002168,Lifecycle Stage Conflict,High,Open,
SYN000712,2025-05-03,HubSpot,Salesforce,Lead,LED000631,Lifecycle Stage Conflict,High,Resolved,7.0
SYN000713,2025-02-18,Salesforce,HubSpot,Lead,LED002209,Lifecycle Stage Conflict,Medium,Open,
SYN000714,2025-07-01,HubSpot,Salesforce,Lead,LED003483,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000715,2026-02-07,HubSpot,Salesforce,Lead,LED001764,Lifecycle Stage Conflict,High,Resolved,2.0
SYN000716,2025-04-17,Salesforce,HubSpot,Lead,LED002347,Lifecycle Stage Conflict,High,Open,
SYN000717,2025-05-03,HubSpot,Salesforce,Lead,LED003860,Lifecycle Stage Conflict,Medium,Resolved,7.0
SYN000718,2025-03-01,Salesforce,HubSpot,Lead,LED003975,Lifecycle Stage Conflict,Critical,Ignored,
SYN000719,2025-01-27,HubSpot,Salesforce,Lead,LED003542,Lifecycle Stage Conflict,High,Open,
SYN000720,2025-06-24,Salesforce,HubSpot,Lead,LED001455,Lifecycle Stage Conflict,Critical,Open,
SYN000721,2026-04-18,HubSpot,Salesforce,Lead,LED003874,Lifecycle Stage Conflict,Medium,Ignored,
SYN000722,2026-03-01,Salesforce,HubSpot,Lead,LED001885,Lifecycle Stage Conflict,High,Open,
SYN000723,2025-02-28,HubSpot,Salesforce,Lead,LED003318,Lifecycle Stage Conflict,Medium,Resolved,3.0
SYN000724,2025-08-29,Salesforce,HubSpot,Lead,LED002089,Lifecycle Stage Conflict,High,Open,
SYN000725,2025-09-23,HubSpot,Salesforce,Lead,LED002559,Lifecycle Stage Conflict,Medium,Resolved,3.0
SYN000726,2025-09-24,Salesforce,HubSpot,Lead,LED003452,Lifecycle Stage Conflict,High,Resolved,3.0
SYN000727,2025-06-16,HubSpot,Salesforce,Lead,LED002291,Lifecycle Stage Conflict,Critical,Open,
SYN000728,2025-03-03,HubSpot,Salesforce,Lead,LED003015,Lifecycle Stage Conflict,Medium,Open,
SYN000729,2025-02-07,Salesforce,HubSpot,Lead,LED003839,Lifecycle Stage Conflict,Medium,Open,
SYN000730,2025-01-23,HubSpot,Salesforce,Lead,LED000641,Lifecycle Stage Conflict,Medium,Open,
SYN000731,2025-01-24,Salesforce,HubSpot,Lead,LED001316,Lifecycle Stage Conflict,Medium,Open,
SYN000732,2025-01-12,Salesforce,HubSpot,Lead,LED002225,Lifecycle Stage Conflict,High,Resolved,2.0
SYN000733,2026-02-26,HubSpot,Salesforce,Lead,LED000008,Lifecycle Stage Conflict,Medium,Resolved,5.0
SYN000734,2025-09-05,Salesforce,HubSpot,Lead,LED000612,Lifecycle Stage Conflict,High,Open,
SYN000735,2025-07-22,Salesforce,HubSpot,Lead,LED003673,Lifecycle Stage Conflict,High,Open,
SYN000736,2025-12-17,Salesforce,HubSpot,Lead,LED003589,Lifecycle Stage Conflict,Critical,Open,
SYN000737,2026-02-07,Salesforce,HubSpot,Lead,LED002823,Lifecycle Stage Conflict,Medium,Resolved,5.0
SYN000738,2025-04-10,Salesforce,HubSpot,Lead,LED001435,Lifecycle Stage Conflict,Medium,Open,
SYN000739,2025-05-19,Salesforce,HubSpot,Lead,LED002931,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000740,2025-03-26,Salesforce,HubSpot,Lead,LED000400,Lifecycle Stage Conflict,Medium,Resolved,2.0
SYN000741,2026-01-05,HubSpot,Salesforce,Lead,LED002996,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000742,2026-01-16,Salesforce,HubSpot,Lead,LED003872,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000743,2025-06-13,HubSpot,Salesforce,Lead,LED001100,Lifecycle Stage Conflict,Critical,Open,
SYN000744,2026-02-10,HubSpot,Salesforce,Lead,LED003913,Lifecycle Stage Conflict,Medium,Open,
SYN000745,2025-04-28,HubSpot,Salesforce,Lead,LED002144,Lifecycle Stage Conflict,High,Resolved,1.0
SYN000746,2026-03-20,Salesforce,HubSpot,Lead,LED003688,Lifecycle Stage Conflict,Critical,Ignored,
SYN000747,2025-11-27,Salesforce,HubSpot,Lead,LED003207,Lifecycle Stage Conflict,Critical,Open,
SYN000748,2026-05-28,Salesforce,HubSpot,Lead,LED003862,Lifecycle Stage Conflict,Medium,Resolved,3.0
SYN000749,2025-08-13,Salesforce,HubSpot,Lead,LED002016,Lifecycle Stage Conflict,Critical,Resolved,14.0
SYN000750,2025-06-03,HubSpot,Salesforce,Lead,LED000139,Lifecycle Stage Conflict,Critical,Open,
SYN000751,2026-02-08,Salesforce,HubSpot,Lead,LED002655,Lifecycle Stage Conflict,Medium,Resolved,7.0
SYN000752,2025-11-03,HubSpot,Salesforce,Lead,LED000175,Lifecycle Stage Conflict,High,Open,
SYN000753,2025-07-06,Salesforce,HubSpot,Lead,LED002738,Lifecycle Stage Conflict,Medium,Open,
SYN000754,2025-08-21,HubSpot,Salesforce,Lead,LED000308,Lifecycle Stage Conflict,Critical,Resolved,10.0
SYN000755,2025-04-08,HubSpot,Salesforce,Lead,LED001993,Lifecycle Stage Conflict,Medium,Ignored,
SYN000756,2026-01-24,HubSpot,Salesforce,Lead,LED002241,Lifecycle Stage Conflict,Critical,Open,
SYN000757,2026-01-10,HubSpot,Salesforce,Lead,LED003146,Lifecycle Stage Conflict,High,Open,
SYN000758,2026-01-14,Salesforce,HubSpot,Lead,LED002365,Lifecycle Stage Conflict,Medium,Open,
SYN000759,2026-04-13,HubSpot,Salesforce,Lead,LED000698,Lifecycle Stage Conflict,High,Resolved,3.0
SYN000760,2025-08-17,Salesforce,HubSpot,Lead,LED000364,Lifecycle Stage Conflict,Critical,Open,
SYN000761,2025-09-22,HubSpot,Salesforce,Lead,LED001669,Lifecycle Stage Conflict,Medium,Resolved,3.0
SYN000762,2026-05-19,Salesforce,HubSpot,Lead,LED002289,Lifecycle Stage Conflict,Critical,Resolved,1.0
SYN000763,2025-06-08,HubSpot,Salesforce,Lead,LED003057,Lifecycle Stage Conflict,High,Resolved,2.0
SYN000764,2026-05-07,Salesforce,HubSpot,Lead,LED002230,Lifecycle Stage Conflict,High,Open,
SYN000765,2025-07-10,Salesforce,HubSpot,Lead,LED003534,Lifecycle Stage Conflict,Medium,Resolved,1.0
SYN000766,2026-02-03,HubSpot,Salesforce,Lead,LED002828,Lifecycle Stage Conflict,Medium,Resolved,3.0
SYN000767,2025-09-07,Salesforce,HubSpot,Lead,LED002601,Lifecycle Stage Conflict,Critical,Resolved,2.0
SYN000768,2025-03-17,Salesforce,HubSpot,Lead,LED001303,Lifecycle Stage Conflict,High,Open,
SYN000769,2025-11-15,HubSpot,Salesforce,Lead,LED002909,Lifecycle Stage Conflict,Medium,Resolved,3.0
SYN000770,2025-06-01,HubSpot,Salesforce,Lead,LED000991,Lifecycle Stage Conflict,High,Open,
SYN000771,2026-05-22,Salesforce,HubSpot,Lead,LED001446,Lifecycle Stage Conflict,High,Resolved,21.0
SYN000772,2025-11-17,Salesforce,HubSpot,Lead,LED003796,Lifecycle Stage Conflict,Critical,Open,
SYN000773,2026-04-28,Salesforce,HubSpot,Lead,LED000903,Lifecycle Stage Conflict,Critical,Resolved,3.0
SYN000774,2025-02-01,HubSpot,Salesforce,Lead,LED003703,Lifecycle Stage Conflict,Critical,Open,
SYN000775,2025-07-23,Salesforce,HubSpot,Lead,LED003484,Lifecycle Stage Conflict,Medium,Resolved,10.0
SYN000776,2025-05-30,HubSpot,Salesforce,Lead,LED000182,Lifecycle Stage Conflict,Critical,Open,
SYN000777,2026-05-30,HubSpot,Salesforce,Lead,LED002425,Lifecycle Stage Conflict,Medium,Open,
SYN000778,2025-07-24,HubSpot,Salesforce,Lead,LED002317,Lifecycle Stage Conflict,High,Open,
SYN000779,2025-07-05,HubSpot,Salesforce,Lead,LED001622,Lifecycle Stage Conflict,Critical,Ignored,
